-1.185171, 1.280055,0.220224, -0.043698, -0.034373, -0.207167, 0.193124,
0.277944, 0.835612,0.199973, 0.014388, 0.029443, -0.197409, 0.206758,
0.493707, -0.004590,0.035971, 0.066214, 0.086198, -0.183327, 0.202672,
0.353796, -0.349199,-0.182654, 0.066480, 0.135225, -0.172324, 0.190919,
0.087901, -0.422957,-0.274580, 0.005462, 0.048095, -0.167098, 0.177565,
-0.311497, -0.368511,-0.182387, -0.074074, -0.028910, -0.170276, 0.165928,
-0.865878, 0.088863,0.033840, -0.131495, -0.111910, -0.184704, 0.164520,
-1.245182, 1.222158,0.235012, -0.125766, -0.113642, -0.206406, 0.186594,
-0.089099, 1.078812,0.270584, -0.070344, -0.034506, -0.204336, 0.205499,
0.526633, 0.231151,0.188649, -0.028111, 0.045297, -0.189827, 0.206751,
0.432905, -0.264341,0.005329, 0.051692, 0.103650, -0.177169, 0.197350,
0.209762, -0.411477,-0.185851, 0.066480, 0.118838, -0.169170, 0.184445,
-0.137120, -0.401303,-0.188649, 0.018119, 0.034106, -0.168458, 0.171991,
-0.652273, -0.160401,-0.054756, -0.054756, -0.057954, -0.178349, 0.165128,
-1.157037, 0.945195,0.165201, -0.112843, -0.113509, -0.198365, 0.181377,
-0.747379, 1.209809,0.293232, -0.088329, -0.077538, -0.209692, 0.203095,
0.479170, 0.475166,0.229949, -0.049161, -0.001732, -0.196107, 0.209438,
0.465697, -0.161770,0.047162, -0.006661, 0.077405, -0.182897, 0.202199,
0.285715, -0.389523,-0.173994, 0.009592, 0.115641, -0.173487, 0.189682,
0.006972, -0.424675,-0.246736, -0.027578, 0.049960, -0.169986, 0.176428,
-0.418143, -0.315684,-0.152411, -0.077005, -0.027578, -0.175251, 0.165988,
-0.938743, 0.345747,0.050626, -0.121236, -0.077005, -0.190996, 0.169782,
-1.123489, 1.220908,0.262323, -0.105382, -0.079670, -0.210059, 0.191833,
0.182606, 0.894598,0.302824, -0.026779, -0.019718, -0.202311, 0.207075,
0.496994, 0.116325,0.173328, 0.043832, 0.067013, -0.188153, 0.205940,
0.395741, -0.294998,-0.041167, 0.104183, 0.147482, -0.176067, 0.195760,
0.164978, -0.415480,-0.238476, 0.073941, 0.148948, -0.168956, 0.182600,
-0.195800, -0.386112,-0.251399, 0.005329, 0.061418, -0.169472, 0.170240,
-0.703364, -0.072966,-0.129363, -0.077138, -0.012923, -0.180452, 0.164869,
-1.172612, 1.045940,0.085132, -0.123501, -0.052225, -0.200780, 0.182824,
-0.516026, 1.157376,0.175859, -0.104317, -0.048894, -0.207493, 0.203005,
0.469873, 0.420968,0.162537, -0.029576, 0.029843, -0.194062, 0.208001,
0.449965, -0.173792,0.015854, 0.041300, 0.079003, -0.181020, 0.200427,
0.270405, -0.391234,-0.184253, 0.073541, 0.093658, -0.171703, 0.187872,
-0.022087, -0.431500,-0.294298, 0.025713, 0.049827, -0.168610, 0.174331,
-0.469997, -0.311099,-0.217026, -0.057820, -0.033840, -0.174864, 0.163771,
-1.014253, 0.448290,-0.032507, -0.139888, -0.093125, -0.192200, 0.169334,
-1.171011, 1.275785,0.199440, -0.143752, -0.087130, -0.212340, 0.192245,
0.272238, 0.889834,0.294831, -0.064082, -0.050893, -0.202900, 0.207353,
0.504161, 0.076913,0.210099, 0.015454, 0.024247, -0.188698, 0.205567,
0.388851, -0.305316,0.026246, 0.094458, 0.122302, -0.176777, 0.195453,
0.168361, -0.426515,-0.183054, 0.097922, 0.100853, -0.169490, 0.182296,
-0.159283, -0.421875,-0.229416, 0.039169, 0.053424, -0.169132, 0.169313,
0.205583, -0.417214,-0.167866, -0.007594, 0.013189, -0.161668, 0.156924,
-0.086650, -0.440161,0.007594, -0.067413, -0.068479, -0.160432, 0.145012,
-0.538046, -0.303957,0.219691, -0.088196, -0.070077, -0.168330, 0.136894,
-1.070326, 0.571891,0.274980, -0.040501, -0.015854, -0.186528, 0.146672,
-1.184894, 1.314157,0.172395, -0.002531, 0.044764, -0.206506, 0.170698,
0.374076, 0.800709,-0.019718, 0.047828, 0.119638, -0.194707, 0.183221,
0.514114, -0.071784,-0.209432, 0.038236, 0.078337, -0.180380, 0.177299,
0.309605, -0.373007,-0.209432, -0.023848, 0.004530, -0.170674, 0.165472,
-0.025779, -0.405499,-0.028244, -0.089129, -0.096589, -0.168125, 0.153942,
-0.515616, -0.223199,0.230216, -0.113376, -0.108713, -0.175520, 0.147302,
-1.044286, 0.703186,0.324407, -0.044365, -0.042233, -0.193069, 0.159691,
-0.710139, 1.175630,0.208233, 0.021450, 0.045963, -0.203326, 0.180826,
0.548036, 0.334725,-0.010925, 0.084865, 0.127098, -0.187966, 0.183861,
0.444278, -0.264423,-0.168265, 0.053957, 0.054623, -0.175110, 0.174236,
0.172167, -0.396867,-0.117772, 0.002265, 0.004130, -0.168156, 0.162352,
-0.229521, -0.341003,0.078071, -0.055289, -0.078071, -0.169600, 0.152591,
-0.759384, 0.079684,0.252331, -0.029976, -0.068745, -0.181513, 0.152122,
-1.084061, 1.101860,0.212497, 0.037570, 0.013456, -0.199416, 0.171950,
0.270242, 0.836620,0.018918, 0.127764, 0.092459, -0.189522, 0.185318,
0.525824, -0.052835,-0.214362, 0.133094, 0.120437, -0.174694, 0.179714,
0.343705, -0.369134,-0.265521, 0.052358, 0.052625, -0.164121, 0.167696,
0.028378, -0.416556,-0.145350, -0.035438, -0.029843, -0.160410, 0.155442,
-0.443416, -0.285191,0.072875, -0.103917, -0.054490, -0.166477, 0.146915,
-1.045777, 0.562630,0.172795, -0.092593, -0.005862, -0.184426, 0.155906,
-1.177950, 1.322927,0.079137, -0.075406, 0.053824, -0.204592, 0.179557,
0.436861, 0.725208,-0.099920, -0.007461, 0.122302, -0.191792, 0.190078,
0.498530, -0.111756,-0.256595, 0.012523, 0.074074, -0.177937, 0.183036,
0.294710, -0.380399,-0.202638, -0.024114, 0.002798, -0.168578, 0.170973,
-0.012703, -0.429862,-0.075140, -0.062617, -0.075939, -0.165706, 0.158661,
-0.478957, -0.310766,0.172928, -0.127631, -0.114708, -0.172472, 0.149951,
-1.037487, 0.490083,0.331868, -0.120437, -0.073275, -0.190244, 0.158054,
-1.075480, 1.246877,0.287104, -0.054490, 0.013989, -0.208162, 0.180956,
0.406098, 0.661469,0.099254, 0.023981, 0.100986, -0.195783, 0.190956,
