accR:,accP:,gyroR:,gyroP:,gyroY:,cfroll:,cfpitch:
-0.007694, -0.006007,0.030376, -0.001865, 0.005596, -0.011337, -0.004654
-0.014558, -0.005190,0.029043, -0.003997, 0.008793, -0.011417, -0.004551
-0.007174, -0.010760,0.027578, -0.004929, 0.008527, -0.011351, -0.004567
-0.005617, -0.010760,0.029843, -0.007061, 0.009059, -0.011264, -0.004574
-0.011400, -0.009297,0.028777, -0.004263, 0.007461, -0.011284, -0.004556
-0.011360, -0.015011,0.031708, -0.003197, 0.008926, -0.011298, -0.004641
-0.008128, -0.011379,0.031575, -0.003730, 0.006795, -0.011249, -0.004652
-0.006941, -0.010175,0.027978, -0.004796, 0.005862, -0.011182, -0.004652
-0.011097, -0.012039,0.030109, -0.003864, 0.007727, -0.011195, -0.004682
-0.013423, -0.013626,0.027844, -0.005596, 0.006395, -0.011262, -0.004752
-0.009771, -0.009568,0.028644, -0.003997, 0.010125, -0.011247, -0.004736
-0.007285, -0.013221,0.032374, -0.003864, 0.004663, -0.011183, -0.004779
-0.014123, -0.009752,0.029310, -0.006661, 0.008793, -0.011268, -0.004763
-0.005604, -0.007696,0.033573, -0.003597, 0.009592, -0.011169, -0.004690
-0.011351, -0.006149,0.037303, -0.000266, 0.006795, -0.011174, -0.004573
-0.005554, -0.010305,0.032241, -0.005462, 0.006795, -0.011083, -0.004562
-0.009885, -0.009351,0.033440, -0.003331, 0.005729, -0.011072, -0.004526
-0.007252, -0.008998,0.029310, -0.006395, 0.004663, -0.011021, -0.004501
-0.008270, -0.010691,0.032774, -0.005196, 0.009992, -0.010986, -0.004496
-0.012848, -0.013862,0.027311, -0.005063, 0.004929, -0.011043, -0.004576
-0.008945, -0.014135,0.028644, -0.006395, 0.009459, -0.011026, -0.004655
-0.014511, -0.011623,0.030642, -0.003864, 0.008660, -0.011111, -0.004674
-0.009037, -0.012273,0.030109, -0.006661, 0.011990, -0.011096, -0.004708
-0.007492, -0.008099,0.028111, -0.007061, 0.007594, -0.011051, -0.004666
-0.017167, -0.013504,0.030509, -0.005462, 0.006795, -0.011195, -0.004723
-0.008785, -0.005566,0.028244, -0.007194, 0.007860, -0.011175, -0.004629
-0.007492, -0.007289,0.031175, -0.004796, 0.004929, -0.011120, -0.004560
-0.007835, -0.012925,0.034639, -0.001998, 0.004530, -0.011062, -0.004592
-0.014131, -0.012449,0.030909, -0.004929, 0.005462, -0.011143, -0.004628
-0.011708, -0.013061,0.030642, -0.005596, 0.009859, -0.011176, -0.004676
-0.015209, -0.009716,0.033973, -0.004929, 0.004530, -0.011276, -0.004644
-0.014394, -0.010693,0.026912, -0.006395, 0.003997, -0.011364, -0.004659
-0.004041, -0.010371,0.033973, -0.005063, 0.006661, -0.011237, -0.004641
-0.015866, -0.005244,0.032774, -0.001865, 0.008660, -0.011337, -0.004524
-0.018366, -0.012493,0.029576, -0.005063, 0.006262, -0.011497, -0.004568
-0.011200, -0.006788,0.030109, -0.000400, 0.005995, -0.011493, -0.004494
-0.005604, -0.006144,0.027578, -0.006528, 0.007860, -0.011401, -0.004419
-0.006149, -0.011351,0.029710, -0.007327, 0.005196, -0.011324, -0.004441
-0.016531, -0.014457,0.030775, -0.003331, 0.007860, -0.011442, -0.004521
-0.009874, -0.005857,0.029710, -0.003864, 0.006128, -0.011425, -0.004431
-0.007632, -0.012386,0.034506, -0.000533, 0.006661, -0.011352, -0.004455
-0.010940, -0.012695,0.031575, -0.006395, 0.008260, -0.011368, -0.004496
-0.013214, -0.010720,0.026645, -0.006528, 0.006795, -0.011431, -0.004516
-0.008943, -0.016283,0.031175, -0.005462, 0.006128, -0.011403, -0.004629
-0.007391, -0.009170,0.030109, -0.009059, 0.007727, -0.011358, -0.004602
-0.005227, -0.012353,0.030775, -0.006395, 0.004663, -0.011260, -0.004636
-0.017534, -0.014310,0.029576, -0.005063, 0.008127, -0.011406, -0.004714
-0.010388, -0.012479,0.029576, -0.006395, 0.009592, -0.011410, -0.004753
-0.009742, -0.007256,0.029710, -0.007061, 0.006661, -0.011405, -0.004687
-0.011175, -0.012123,0.030775, -0.005862, 0.008127, -0.011423, -0.004715
-0.016212, -0.014127,0.031575, -0.000933, 0.007461, -0.011522, -0.004779
-0.009816, -0.012726,0.030775, -0.004396, 0.006128, -0.011506, -0.004818
-0.009639, -0.010589,0.029843, -0.006928, 0.005596, -0.011495, -0.004816
-0.016522, -0.008763,0.030642, -0.001998, 0.007194, -0.011604, -0.004775
-0.009101, -0.013107,0.032507, -0.005729, 0.004929, -0.011576, -0.004814
-0.018599, -0.017652,0.029710, -0.002931, 0.006795, -0.011728, -0.004954
-0.013307, -0.006993,0.031442, -0.005729, 0.005329, -0.011782, -0.004872
-0.011541, -0.013970,0.031974, -0.004130, 0.006262, -0.011794, -0.004928
-0.010043, -0.007193,0.030242, -0.005462, 0.006528, -0.011780, -0.004855
-0.008799, -0.005978,0.032374, -0.004663, 0.005995, -0.011739, -0.004751
-0.013172, -0.007985,0.029177, -0.005729, 0.006128, -0.011790, -0.004701
-0.006322, -0.015267,0.030109, -0.003864, 0.005196, -0.011695, -0.004794
-0.014650, -0.012911,0.029576, -0.006661, 0.000133, -0.011781, -0.004841
-0.018665, -0.008145,0.031175, -0.008926, -0.003730, -0.011953, -0.004785
-0.013681, -0.013478,0.031175, -0.008793, -0.005462, -0.012022, -0.004836
-0.004049, -0.011875,0.032907, -0.006528, -0.003464, -0.011888, -0.004848
-0.021124, -0.010224,0.029576, 0.001066, -0.020117, -0.012069, -0.004840
-0.023683, -0.018168,0.033440, -0.008926, -0.040501, -0.012336, -0.004975
0.023850, -0.000474,0.030775, -0.005995, -0.015055, -0.011636, -0.004764
-0.005619, -0.018073,0.030509, -0.000533, 0.003997, -0.011518, -0.004911
-0.009574, -0.007888,0.031841, -0.003064, 0.005596, -0.011491, -0.004846
-0.004835, -0.006111,0.032907, -0.006128, 0.003997, -0.011382, -0.004742
-0.011709, -0.009175,0.032774, -0.002931, 0.005462, -0.011400, -0.004702
-0.007176, -0.010425,0.035305, -0.005063, 0.006928, -0.011335, -0.004678
-0.012503, -0.011151,0.035438, -0.004929, 0.004929, -0.011378, -0.004669
-0.009319, -0.009524,0.035971, -0.002531, 0.009459, -0.011347, -0.004625
-0.014449, -0.015806,0.034639, -0.003864, 0.005862, -0.011424, -0.004713
-0.007925, -0.014223,0.034639, -0.005196, 0.006128, -0.011374, -0.004767
-0.010579, -0.007626,0.029843, -0.003997, 0.007327, -0.011374, -0.004707
-0.007183, -0.016534,0.030509, -0.003197, 0.005063, -0.011303, -0.004824
-0.005410, -0.008655,0.032774, -0.008127, 0.007194, -0.011217, -0.004772
-0.015291, -0.011264,0.031308, -0.004929, 0.006661, -0.011318, -0.004780
-0.008811, -0.014325,0.032507, -0.005063, 0.009592, -0.011287, -0.004843
-0.010341, -0.016182,0.028511, -0.006395, 0.008660, -0.011293, -0.004958
-0.012554, -0.015064,0.029710, -0.008926, 0.006928, -0.011354, -0.005044
-0.006273, -0.009143,0.028511, -0.006395, 0.006661, -0.011277, -0.005014
-0.009781, -0.014975,0.029843, -0.003331, 0.010525, -0.011260, -0.005096
-0.008073, -0.008275,0.030109, -0.002132, 0.005995, -0.011205, -0.005042
-0.014621, -0.002572,0.027178, -0.005462, 0.006661, -0.011295, -0.004886
-0.007918, -0.011166,0.028377, -0.005462, 0.007194, -0.011248, -0.004900
-0.012147, -0.009297,0.029177, -0.003464, 0.007594, -0.011280, -0.004874
-0.012045, -0.011843,0.033040, -0.005596, 0.008527, -0.011317, -0.004884
-0.010816, -0.009864,0.030376, -0.004530, 0.007994, -0.011325, -0.004864
-0.008466, -0.008670,0.033440, -0.007194, 0.006528, -0.011296, -0.004809
-0.012998, -0.007880,0.036238, -0.003997, 0.007594, -0.011346, -0.004729
-0.009771, -0.012264,0.030642, -0.005196, 0.009059, -0.011335, -0.004759
-0.000811, -0.006015,0.032774, -0.001066, 0.004530, -0.011128, -0.004656
-0.010016, -0.009069,0.033307, -0.003464, 0.006528, -0.011120, -0.004613
-0.008794, -0.012016,0.026779, -0.002798, 0.007994, -0.011084, -0.004657
-0.016049, -0.013941,0.031442, -0.007194, 0.007327, -0.011212, -0.004719
-0.006348, -0.015733,0.035572, -0.002531, 0.007461, -0.011124, -0.004800
-0.011418, -0.013821,0.032907, -0.002931, 0.008527, -0.011142, -0.004851
-0.012610, -0.009391,0.026246, -0.007194, 0.008127, -0.011199, -0.004839
-0.011151, -0.008651,0.032374, -0.006395, 0.007194, -0.011223, -0.004788
-0.008275, -0.011100,0.030242, -0.005462, 0.008793, -0.011186, -0.004796
-0.013373, -0.012432,0.032241, -0.003064, 0.008793, -0.011241, -0.004822
-0.013221, -0.009983,0.032641, -0.004530, 0.007594, -0.011299, -0.004798
-0.012851, -0.009267,0.029843, -0.005596, 0.007594, -0.011352, -0.004770
-0.006164, -0.008331,0.031841, -0.003730, 0.006795, -0.011263, -0.004717
-0.013531, -0.008038,0.029576, -0.005862, 0.007194, -0.011331, -0.004667
-0.007955, -0.005439,0.030909, -0.003597, 0.004396, -0.011278, -0.004561
-0.006574, -0.014840,0.031575, -0.005462, 0.007594, -0.011205, -0.004643
-0.009757, -0.003499,0.030509, -0.004130, 0.005729, -0.011192, -0.004501
-0.013286, -0.013082,0.029710, -0.004396, 0.006795, -0.011251, -0.004556
-0.006139, -0.006746,0.033440, -0.002931, 0.006395, -0.011160, -0.004469
-0.013373, -0.014328,0.033973, -0.003464, 0.007994, -0.011218, -0.004533
-0.015502, -0.015299,0.031175, -0.003197, 0.006795, -0.011316, -0.004626
-0.005600, -0.007287,0.034106, -0.005329, 0.007327, -0.011223, -0.004545
-0.010202, -0.013445,0.034772, -0.004796, 0.009059, -0.011221, -0.004587
-0.011354, -0.013449,0.029843, -0.004130, 0.008793, -0.011240, -0.004647
-0.010534, -0.012695,0.030775, -0.006262, 0.009592, -0.011251, -0.004687
-0.014414, -0.011911,0.031442, -0.005063, 0.008926, -0.011334, -0.004709
-0.011532, -0.015914,0.032774, -0.005063, 0.009992, -0.011358, -0.004804
-0.017933, -0.011956,0.026912, -0.005063, 0.007194, -0.011509, -0.004842
-0.012019, -0.009199,0.029177, -0.005196, 0.010658, -0.011540, -0.004815
-0.010331, -0.009715,0.031308, -0.004796, 0.006528, -0.011534, -0.004790
-0.014653, -0.009498,0.029310, -0.001998, 0.007461, -0.011604, -0.004769
-0.006297, -0.007637,0.030242, -0.004663, 0.007594, -0.011516, -0.004708
-0.020149, -0.010008,0.033706, -0.004663, 0.007327, -0.011707, -0.004682
-0.015695, -0.007478,0.033040, -0.004530, 0.008260, -0.011805, -0.004608
-0.011714, -0.017672,0.029177, -0.002531, 0.007461, -0.011813, -0.004755
-0.008439, -0.006346,0.030109, -0.001865, 0.005063, -0.011753, -0.004669
-0.004997, -0.011682,0.031175, -0.003597, 0.008660, -0.011632, -0.004687
-0.009989, -0.012486,0.033973, -0.004663, 0.008393, -0.011617, -0.004710
-0.007484, -0.011866,0.031841, -0.001332, 0.008660, -0.011540, -0.004728
-0.010752, -0.009061,0.031175, -0.006262, 0.005729, -0.011549, -0.004693
-0.007963, -0.013952,0.030909, -0.005995, 0.005596, -0.011500, -0.004757
-0.006414, -0.012827,0.030242, -0.006928, 0.004663, -0.011426, -0.004799
-0.016750, -0.013132,0.027578, -0.002798, 0.008127, -0.011543, -0.004858
-0.009845, -0.015412,0.034373, -0.005462, 0.009059, -0.011531, -0.004934
0.001210, -0.019425,0.035039, -0.002665, 0.005462, -0.011286, -0.005087
-0.015250, -0.013168,0.034506, -0.001332, 0.006795, -0.011371, -0.005113
-0.008338, -0.018741,0.034106, -0.003064, 0.009859, -0.011322, -0.005252
-0.014507, -0.009739,0.031841, -0.004663, 0.006528, -0.011404, -0.005217
-0.011685, -0.011550,0.031841, -0.005196, 0.007327, -0.011430, -0.005219
-0.008439, -0.009452,0.031442, -0.007327, 0.009592, -0.011399, -0.005180
-0.012425, -0.014507,0.027045, -0.004130, 0.007194, -0.011436, -0.005261
-0.002770, -0.020132,0.030775, -0.004530, 0.007594, -0.011280, -0.005438
-0.008625, -0.009568,0.027978, -0.000933, 0.009726, -0.011231, -0.005410
-0.013578, -0.005781,0.030509, -0.006262, 0.007727, -0.011302, -0.005298
-0.012723, -0.008662,0.028377, -0.005196, 0.005462, -0.011351, -0.005254
-0.009256, -0.013648,0.033840, -0.001599, 0.009859, -0.011315, -0.005290
-0.010191, -0.015725,0.030242, -0.007994, 0.007461, -0.011324, -0.005380
-0.012469, -0.012671,0.035039, -0.003331, 0.006795, -0.011360, -0.005388
-0.013759, -0.005450,0.029443, -0.003997, 0.009459, -0.011424, -0.005274
-0.012213, -0.010098,0.028511, -0.007727, 0.006262, -0.011470, -0.005259
-0.011369, -0.015768,0.029843, -0.005462, 0.007727, -0.011489, -0.005352
-0.012479, -0.011872,0.030109, -0.005729, 0.008527, -0.011532, -0.005364
-0.010592, -0.006586,0.030775, -0.004396, 0.006928, -0.011530, -0.005268
-0.013626, -0.018751,0.031442, -0.005995, 0.005596, -0.011595, -0.005414
-0.011538, -0.009042,0.032108, -0.004396, 0.007461, -0.011612, -0.005361
-0.012091, -0.009997,0.027045, -0.006528, 0.009193, -0.011647, -0.005348
-0.006033, -0.013082,0.030909, -0.003064, 0.005729, -0.011546, -0.005381
-0.012844, -0.012709,0.028111, -0.004929, 0.006395, -0.011592, -0.005418
-0.009597, -0.015543,0.030775, -0.005063, 0.006395, -0.011572, -0.005500
-0.006969, -0.012516,0.031042, -0.001998, 0.008127, -0.011487, -0.005518
-0.009279, -0.012530,0.030376, -0.005063, 0.008926, -0.011463, -0.005539
-0.013778, -0.010095,0.029843, -0.003197, 0.006128, -0.011522, -0.005514
-0.012757, -0.009840,0.034106, -0.002531, 0.005462, -0.011557, -0.005466
-0.010543, -0.011895,0.028910, -0.004396, 0.009992, -0.011554, -0.005482
-0.006300, -0.004222,0.030242, -0.005462, 0.009326, -0.011470, -0.005338
-0.005411, -0.006764,0.026779, -0.007194, 0.008260, -0.011377, -0.005261
-0.010394, -0.014375,0.031042, -0.006661, 0.008393, -0.011383, -0.005322
-0.010757, -0.016304,0.030509, -0.001199, 0.007860, -0.011376, -0.005422
-0.009049, -0.005402,0.028511, -0.004396, 0.010258, -0.011346, -0.005310
-0.011478, -0.010522,0.032108, -0.003730, 0.009859, -0.011364, -0.005288
-0.009143, -0.010098,0.028511, -0.006795, 0.004796, -0.011346, -0.005273
-0.012221, -0.010139,0.031042, -0.004796, 0.007727, -0.011382, -0.005248
-0.008672, -0.010772,0.032907, -0.007461, 0.006262, -0.011357, -0.005230
-0.008609, -0.006928,0.027578, -0.007860, 0.006928, -0.011333, -0.005156
-0.015518, -0.009986,0.031442, -0.004130, 0.009059, -0.011433, -0.005129
-0.013648, -0.006959,0.028244, -0.005995, 0.007461, -0.011501, -0.005055
-0.012692, -0.009046,0.030775, -0.006262, 0.007061, -0.011549, -0.005014
-0.006350, -0.011145,0.031974, -0.003864, 0.008926, -0.011460, -0.005011
-0.007156, -0.009249,0.028111, -0.007327, 0.009726, -0.011403, -0.004986
-0.010895, -0.011501,0.032374, -0.004929, 0.007594, -0.011412, -0.004989
-0.004088, -0.016284,0.030109, -0.005196, 0.010125, -0.011286, -0.005097
-0.008494, -0.017190,0.028377, -0.004130, 0.007327, -0.011246, -0.005228
-0.014721, -0.009545,0.029843, -0.005862, 0.007194, -0.011339, -0.005197
-0.006396, -0.010819,0.027445, -0.002931, 0.005596, -0.011251, -0.005202
-0.016778, -0.005435,0.030109, -0.005329, 0.008793, -0.011383, -0.005089
-0.010869, -0.010332,0.030775, -0.003597, 0.005862, -0.011387, -0.005073
-0.012647, -0.013925,0.031575, -0.005462, 0.006661, -0.011433, -0.005126
-0.009319, -0.009115,0.032374, -0.002798, 0.008793, -0.011402, -0.005079
-0.007003, -0.011762,0.028910, -0.003064, 0.009059, -0.011326, -0.005099
-0.013129, -0.015607,0.029310, -0.005729, 0.006928, -0.011384, -0.005195
-0.014127, -0.011302,0.030909, -0.003464, 0.008127, -0.011453, -0.005196
-0.008194, -0.011062,0.028777, -0.005995, 0.006528, -0.011411, -0.005200
-0.011805, -0.009726,0.028511, -0.004796, 0.010258, -0.011438, -0.005179
-0.006993, -0.014461,0.030909, -0.002665, 0.006395, -0.011359, -0.005243
-0.013978, -0.009994,0.028511, -0.007194, 0.009059, -0.011440, -0.005227
-0.010901, -0.008075,0.032507, -0.005995, 0.008260, -0.011453, -0.005156
-0.014207, -0.013260,0.029576, -0.004796, 0.007594, -0.011527, -0.005202
-0.015213, -0.008429,0.032108, -0.005063, 0.007860, -0.011620, -0.005141
-0.006526, -0.007131,0.032907, -0.003197, 0.006128, -0.011531, -0.005052
-0.004684, -0.008688,0.027445, -0.006928, 0.007327, -0.011421, -0.005017
-0.006043, -0.013511,0.030775, -0.004663, 0.010791, -0.011332, -0.005066
-0.009592, -0.006350,0.029177, -0.005063, 0.006528, -0.011317, -0.004978
-0.012370, -0.007205,0.033440, -0.006262, 0.005862, -0.011362, -0.004891
-0.015428, -0.011759,0.032241, -0.002132, 0.007994, -0.011452, -0.004902
-0.012303, -0.014804,0.033840, -0.002531, 0.007327, -0.011479, -0.004967
-0.007865, -0.004638,0.026512, -0.008793, 0.008127, -0.011441, -0.004857
-0.009332, -0.013759,0.028111, -0.006262, 0.007860, -0.011424, -0.004925
-0.007183, -0.013485,0.030376, -0.003597, 0.009992, -0.011353, -0.004977
-0.009426, -0.013398,0.031308, -0.005862, 0.009326, -0.011337, -0.005023
-0.002162, -0.009592,0.027578, 0.000266, 0.006795, -0.011153, -0.005006
-0.009454, -0.008441,0.030509, -0.005862, 0.009859, -0.011142, -0.004955
-0.006817, -0.019359,0.032374, -0.004263, 0.008393, -0.011072, -0.005116
-0.011290, -0.012634,0.031841, -0.002931, 0.009193, -0.011088, -0.005142
-0.012806, -0.011862,0.029177, -0.005329, 0.005329, -0.011143, -0.005162
-0.005836, -0.009840,0.031974, -0.003730, 0.006528, -0.011052, -0.005130
-0.012370, -0.014885,0.029177, -0.002531, 0.008260, -0.011088, -0.005211
-0.012200, -0.013971,0.030509, -0.002132, 0.007860, -0.011118, -0.005266
-0.011133, -0.010526,0.030775, -0.003197, 0.008793, -0.011131, -0.005251
-0.008572, -0.008371,0.035039, 0.000400, 0.008926, -0.011079, -0.005176
-0.008326, -0.012320,0.027311, -0.005196, 0.007061, -0.011044, -0.005212
-0.014317, -0.010688,0.030242, -0.005063, 0.007727, -0.011129, -0.005203
-0.011269, -0.011067,0.035305, -0.000266, 0.004530, -0.011133, -0.005182
-0.012530, -0.013884,0.030109, -0.008260, 0.009726, -0.011193, -0.005238
-0.006482, -0.013832,0.032108, -0.003730, 0.006395, -0.011114, -0.005284
-0.009346, -0.014819,0.033173, -0.000533, 0.009193, -0.011080, -0.005344
-0.010495, -0.013791,0.027844, -0.003464, 0.009326, -0.011082, -0.005404
-0.018649, -0.006986,0.029576, -0.006528, 0.007061, -0.011259, -0.005320
-0.017487, -0.008880,0.031442, -0.004396, 0.007461, -0.011401, -0.005268
-0.016593, -0.014485,0.024514, -0.005063, 0.008793, -0.011525, -0.005356
-0.012520, -0.006971,0.028910, -0.005862, 0.006262, -0.011568, -0.005275
-0.011532, -0.011667,0.030109, -0.006795, 0.007594, -0.011594, -0.005285
-0.011585, -0.005623,0.028511, -0.009326, 0.006128, -0.011630, -0.005180
-0.013648, -0.013040,0.031575, -0.004396, 0.008527, -0.011688, -0.005213
-0.010714, -0.011657,0.028244, -0.006128, 0.006928, -0.011692, -0.005231
-0.006565, -0.007918,0.031708, -0.004130, 0.009726, -0.011606, -0.005161
-0.012758, -0.015645,0.034373, -0.003997, 0.010258, -0.011644, -0.005236
-0.007518, -0.015780,0.031308, -0.004530, 0.008926, -0.011580, -0.005324
-0.007250, -0.012016,0.035039, -0.002798, 0.007461, -0.011504, -0.005320
-0.014701, -0.008372,0.028910, -0.002531, 0.008260, -0.011578, -0.005268
-0.009605, -0.014812,0.030509, -0.007061, 0.008793, -0.011566, -0.005339
-0.008047, -0.012405,0.030642, -0.005995, 0.005063, -0.011519, -0.005361
-0.015949, -0.011895,0.029576, -0.005596, 0.006395, -0.011630, -0.005375
-0.005241, -0.012387,0.031308, -0.003064, 0.007860, -0.011514, -0.005393
-0.012530, -0.007721,0.033173, -0.004130, 0.010925, -0.011550, -0.005309
-0.019389, -0.010743,0.031575, -0.002398, 0.006928, -0.011717, -0.005294
-0.008969, -0.009504,0.032774, -0.007327, 0.007594, -0.011690, -0.005250
-0.002901, -0.011872,0.026512, -0.005063, 0.007994, -0.011534, -0.005278
-0.010300, -0.013164,0.027578, -0.008127, 0.007860, -0.011542, -0.005328
-0.010142, -0.008060,0.028910, -0.006128, 0.007994, -0.011538, -0.005269
-0.007231, -0.010444,0.032774, -0.000933, 0.008127, -0.011455, -0.005244
-0.008794, -0.007854,0.027978, -0.004796, 0.008926, -0.011421, -0.005187
-0.010366, -0.018509,0.030509, -0.005462, 0.010658, -0.011421, -0.005334
-0.012537, -0.008132,0.029177, -0.004663, 0.008527, -0.011462, -0.005275
-0.013293, -0.007732,0.028511, -0.007994, 0.008127, -0.011530, -0.005213
-0.008651, -0.011895,0.031442, -0.004130, 0.008660, -0.011488, -0.005223
-0.010554, -0.013057,0.033706, -0.000933, 0.005196, -0.011473, -0.005248
-0.004662, -0.013648,0.029976, -0.005462, 0.006395, -0.011358, -0.005298
-0.013122, -0.003816,0.029177, -0.003597, 0.005462, -0.011408, -0.005154
-0.006550, -0.000608,0.031442, -0.002531, 0.006128, -0.011321, -0.004940
-0.008618, -0.008080,0.032507, -0.002132, 0.008260, -0.011275, -0.004875
-0.014039, -0.006986,0.032907, -0.004663, 0.008393, -0.011348, -0.004789
-0.013722, -0.010462,0.032641, -0.005995, 0.004929, -0.011419, -0.004774
-0.012886, -0.011597,0.030642, -0.003864, 0.005995, -0.011464, -0.004790
-0.010714, -0.005997,0.034373, -0.003197, 0.009992, -0.011461, -0.004680
-0.006779, -0.012337,0.032774, -0.006528, 0.008127, -0.011393, -0.004704
-0.017734, -0.013726,0.027445, -0.006128, 0.011191, -0.011544, -0.004777
-0.004427, -0.012208,0.028910, -0.005862, 0.006528, -0.011425, -0.004813
-0.005797, -0.009032,0.030376, -0.003597, 0.010258, -0.011326, -0.004778
-0.016186, -0.011082,0.027844, -0.004796, 0.010258, -0.011442, -0.004795
-0.015819, -0.008691,0.028511, -0.006395, 0.008393, -0.011555, -0.004761
-0.010674, -0.015036,0.030109, -0.003597, 0.004530, -0.011551, -0.004848
-0.009202, -0.017731,0.032374, -0.004796, 0.007727, -0.011523, -0.004979
-0.009594, -0.006351,0.029177, -0.004929, 0.006795, -0.011504, -0.004892
-0.008473, -0.012133,0.030376, -0.002265, 0.008127, -0.011452, -0.004918
-0.012283, -0.012823,0.032108, -0.005729, 0.008926, -0.011491, -0.004950
-0.009917, -0.010118,0.029576, -0.001332, 0.006128, -0.011465, -0.004938
-0.004444, -0.011109,0.030909, -0.005462, 0.010125, -0.011346, -0.004940
-0.009742, -0.003494,0.032774, -0.002798, 0.009059, -0.011325, -0.004783
-0.010503, -0.012254,0.029576, -0.005462, 0.008527, -0.011330, -0.004816
-0.010486, -0.015662,0.027311, -0.007860, 0.008260, -0.011344, -0.004926
-0.009338, -0.012139,0.033440, -0.005063, 0.007194, -0.011324, -0.004939
-0.006410, -0.014729,0.029177, -0.004396, 0.006395, -0.011243, -0.005020
-0.008058, -0.012422,0.031442, -0.006395, 0.011591, -0.011204, -0.005045
-0.005384, -0.018168,0.030775, -0.004396, 0.003597, -0.011105, -0.005187
-0.008902, -0.007543,0.034639, -0.004130, 0.007994, -0.011077, -0.005098
-0.010405, -0.013986,0.032641, -0.001599, 0.007594, -0.011070, -0.005148
-0.011796, -0.010857,0.032641, -0.005862, 0.009459, -0.011107, -0.005134
-0.005839, -0.016362,0.029443, -0.007194, 0.006262, -0.011030, -0.005244
-0.008473, -0.006372,0.031442, -0.003997, 0.007594, -0.010995, -0.005143
-0.008897, -0.013718,0.026246, -0.009592, 0.009459, -0.010990, -0.005212
-0.011320, -0.009568,0.030642, -0.005196, 0.008393, -0.011017, -0.005179
-0.003735, -0.011206,0.033706, -0.000799, 0.009326, -0.010875, -0.005167
-0.015759, -0.012851,0.027711, -0.007727, 0.009059, -0.011003, -0.005212
-0.010197, -0.013843,0.028511, -0.005063, 0.007994, -0.011006, -0.005273
-0.013640, -0.012695,0.030909, -0.005462, 0.007061, -0.011080, -0.005300
-0.012493, -0.013438,0.030509, -0.003997, 0.009059, -0.011124, -0.005343
-0.012949, -0.014290,0.026779, -0.005063, 0.008527, -0.011181, -0.005417
-0.010493, -0.009130,0.031175, -0.005063, 0.009726, -0.011187, -0.005369
-0.011391, -0.011594,0.031974, -0.006661, 0.011324, -0.011217, -0.005368
-0.009895, -0.010831,0.032108, -0.006395, 0.006128, -0.011216, -0.005352
-0.010101, -0.017057,0.028777, -0.008260, 0.010258, -0.011226, -0.005473
-0.006784, -0.015060,0.030909, -0.006661, 0.006661, -0.011163, -0.005544
-0.013012, -0.009034,0.031974, -0.003864, 0.005596, -0.011215, -0.005488
-0.010975, -0.013482,0.029576, -0.005196, 0.009992, -0.011231, -0.005532
-0.014807, -0.016074,0.028910, -0.004396, 0.010525, -0.011319, -0.005630
-0.012764, -0.012560,0.027578, -0.003064, 0.007327, -0.011360, -0.005660
-0.009113, -0.011969,0.030775, -0.002132, 0.007594, -0.011324, -0.005666
-0.002912, -0.012327,0.029443, -0.003464, 0.009059, -0.011169, -0.005684
-0.012761, -0.012963,0.031575, -0.001066, 0.004530, -0.011205, -0.005705
-0.009078, -0.008875,0.030909, -0.003464, 0.007594, -0.011176, -0.005648
-0.012875, -0.010029,0.031442, -0.004796, 0.007061, -0.011229, -0.005612
-0.010467, -0.013754,0.030109, -0.004396, 0.009326, -0.011231, -0.005657
-0.011642, -0.010280,0.033040, -0.006128, 0.007994, -0.011263, -0.005620
-0.016840, -0.005996,0.027978, -0.000533, 0.008660, -0.011377, -0.005518
-0.009012, -0.011097,0.027178, -0.006795, 0.008260, -0.011356, -0.005523
-0.011708, -0.008865,0.030242, -0.007327, 0.005596, -0.011392, -0.005471
-0.006112, -0.011284,0.033973, -0.005995, 0.011724, -0.011310, -0.005454
-0.009182, -0.011260,0.028244, -0.003464, 0.007594, -0.011281, -0.005459
-0.008097, -0.007152,0.030509, -0.004796, 0.006928, -0.011236, -0.005374
-0.008340, -0.017289,0.030376, -0.004796, 0.008793, -0.011197, -0.005493
-0.015932, -0.013839,0.028644, -0.008926, 0.005596, -0.011327, -0.005548
-0.014200, -0.010954,0.030509, -0.004796, 0.009326, -0.011403, -0.005536
-0.014356, -0.014154,0.033040, -0.002531, 0.007327, -0.011472, -0.005579
-0.012987, -0.015477,0.030509, -0.006262, 0.008793, -0.011527, -0.005657
-0.011142, -0.010197,0.032507, -0.005995, 0.006395, -0.011542, -0.005621
-0.009317, -0.008705,0.030775, -0.005329, 0.006395, -0.011519, -0.005562
-0.008448, -0.009056,0.034506, -0.002531, 0.005063, -0.011467, -0.005496
-0.014598, -0.008651,0.029177, -0.005995, 0.009726, -0.011553, -0.005445
-0.004289, -0.014909,0.033040, -0.002931, 0.007461, -0.011420, -0.005505
-0.012848, -0.007709,0.029843, -0.003464, 0.008793, -0.011462, -0.005432
-0.006007, -0.014173,0.029843, -0.005729, 0.008393, -0.011375, -0.005490
-0.013914, -0.012973,0.032108, -0.003197, 0.011191, -0.011438, -0.005514
-0.015808, -0.012191,0.030509, -0.002531, 0.006262, -0.011536, -0.005527
-0.014800, -0.011151,0.028244, -0.006262, 0.009193, -0.011626, -0.005529
