accR:,accP:,gyroR:,gyroP:,gyroY:,cfroll:,cfpitch:
-0.011529, -0.007484,0.030509, -0.005462, 0.008926, -0.011555, -0.005287
-0.011946, -0.018325,0.024647, -0.005063, 0.006928, -0.011582, -0.005451
-0.015101, -0.005798,0.031308, -0.002531, 0.008260, -0.011663, -0.005335
-0.009061, -0.010413,0.029310, -0.006528, 0.006128, -0.011636, -0.005322
-0.011765, -0.009657,0.030509, -0.005462, 0.007994, -0.011660, -0.005289
-0.009752, -0.013787,0.029177, -0.004396, 0.007727, -0.011639, -0.005344
-0.010142, -0.014910,0.027978, -0.005995, 0.008660, -0.011633, -0.005426
-0.002362, -0.011336,0.031442, -0.003597, 0.008793, -0.011461, -0.005421
-0.017913, -0.011607,0.029843, -0.004130, 0.008660, -0.011607, -0.005428
-0.011663, -0.009978,0.031708, -0.005329, 0.009059, -0.011629, -0.005394
-0.009713, -0.015205,0.029843, -0.002398, 0.007727, -0.011600, -0.005474
-0.010769, -0.001422,0.035438, -0.005329, 0.008260, -0.011604, -0.005254
-0.013431, -0.014375,0.032374, -0.003464, 0.006795, -0.011654, -0.005309
-0.009454, -0.011885,0.031442, -0.005729, 0.007860, -0.011633, -0.005318
-0.014008, -0.005414,0.031841, -0.001865, 0.003331, -0.011687, -0.005195
-0.006804, -0.014289,0.028644, -0.009326, 0.007194, -0.011626, -0.005264
-0.010913, -0.008421,0.026512, -0.006128, 0.008127, -0.011636, -0.005223
-0.009518, -0.009654,0.030775, -0.005196, 0.007194, -0.011614, -0.005191
-0.010247, -0.008890,0.033440, -0.004130, 0.006795, -0.011603, -0.005134
-0.013351, -0.013150,0.031575, -0.003331, 0.007461, -0.011651, -0.005171
-0.008353, -0.013498,0.029043, -0.005995, 0.007194, -0.011609, -0.005224
-0.013726, -0.013114,0.032774, -0.001465, 0.006928, -0.011657, -0.005253
-0.010402, -0.012091,0.031042, -0.003331, 0.008260, -0.011645, -0.005268
-0.010931, -0.010728,0.027978, -0.004263, 0.003064, -0.011647, -0.005267
-0.007256, -0.008600,0.029976, -0.005462, 0.006661, -0.011581, -0.005217
-0.006187, -0.014889,0.029177, -0.001199, 0.008393, -0.011477, -0.005296
-0.003520, -0.013674,0.032774, -0.003464, 0.008527, -0.011332, -0.005335
-0.009589, -0.011345,0.032774, -0.001599, 0.006928, -0.011303, -0.005326
-0.014158, -0.002562,0.027445, -0.003730, 0.008260, -0.011375, -0.005164
-0.012039, -0.010694,0.029576, -0.005862, 0.007860, -0.011411, -0.005158
-0.014594, -0.013986,0.028910, -0.005329, 0.007327, -0.011496, -0.005222
-0.009794, -0.011145,0.031175, -0.005862, 0.010925, -0.011485, -0.005218
-0.009930, -0.006710,0.029710, -0.006928, 0.008393, -0.011481, -0.005131
-0.011106, -0.009760,0.030509, -0.006262, 0.009859, -0.011498, -0.005104
-0.014910, -0.006717,0.030242, -0.005995, 0.006395, -0.011590, -0.005018
-0.011017, -0.012377,0.032374, -0.004263, 0.005862, -0.011595, -0.005038
-0.007890, -0.008430,0.030775, -0.002798, 0.005196, -0.011532, -0.004985
-0.008674, -0.012740,0.032774, -0.003864, 0.007994, -0.011490, -0.005012
-0.008255, -0.012617,0.030642, -0.003464, 0.007594, -0.011439, -0.005044
-0.010444, -0.014862,0.033173, -0.004796, 0.007994, -0.011438, -0.005110
-0.006498, -0.009713,0.030509, -0.005063, 0.007860, -0.011359, -0.005083
-0.006288, -0.011439,0.029177, -0.008127, 0.006128, -0.011289, -0.005095
-0.010890, -0.009209,0.027711, -0.005995, 0.006928, -0.011305, -0.005069
-0.009042, -0.013022,0.032241, -0.006661, 0.005063, -0.011285, -0.005102
-0.007317, -0.014836,0.030775, -0.006528, 0.006262, -0.011232, -0.005176
-0.013482, -0.008672,0.032774, -0.005196, 0.005862, -0.011297, -0.005117
-0.009032, -0.007684,0.030509, -0.004530, 0.005995, -0.011269, -0.005049
-0.006773, -0.004267,0.029576, -0.005729, 0.006795, -0.011202, -0.004917
-0.005147, -0.008355,0.030642, -0.007461, 0.005596, -0.011110, -0.004866
-0.011100, -0.015472,0.032374, -0.004396, 0.007860, -0.011127, -0.004951
-0.008784, -0.015234,0.028910, -0.005596, 0.009459, -0.011102, -0.005044
-0.010357, -0.012039,0.033040, -0.006395, 0.005196, -0.011112, -0.005054
-0.008567, -0.010642,0.031442, -0.006661, 0.007860, -0.011088, -0.005043
-0.005038, -0.006059,0.032108, -0.005462, 0.007461, -0.010988, -0.004937
-0.010186, -0.008095,0.030642, -0.003331, 0.006262, -0.010985, -0.004880
-0.011194, -0.014449,0.030242, -0.003730, 0.006262, -0.011004, -0.004953
-0.013164, -0.013769,0.035705, -0.002798, 0.005995, -0.011058, -0.004989
-0.005846, -0.017195,0.029976, -0.003064, 0.011857, -0.010966, -0.005116
-0.010397, -0.006751,0.031308, 0.000266, 0.006795, -0.010953, -0.005026
-0.011689, -0.005811,0.033440, -0.003197, 0.005329, -0.010981, -0.004910
-0.008660, -0.011907,0.029843, -0.007860, 0.009326, -0.010965, -0.004933
-0.004684, -0.009503,0.032374, -0.002665, 0.008393, -0.010850, -0.004898
-0.005766, -0.012402,0.037836, -0.003064, 0.006661, -0.010760, -0.004900
-0.012741, -0.010662,0.029843, -0.004530, 0.006795, -0.010817, -0.004898
-0.011233, -0.007557,0.028910, -0.008660, 0.007727, -0.010860, -0.004838
-0.014379, -0.005806,0.030775, -0.003197, 0.007061, -0.010943, -0.004736
-0.011541, -0.015118,0.030509, -0.004396, 0.006128, -0.010972, -0.004824
-0.013175, -0.011495,0.029710, -0.002931, 0.009326, -0.011027, -0.004841
-0.004810, -0.012893,0.028644, -0.005729, 0.006262, -0.010926, -0.004890
-0.012570, -0.009361,0.028644, -0.007594, 0.006528, -0.010988, -0.004867
-0.010572, -0.008132,0.030909, -0.006795, 0.009859, -0.011006, -0.004811
-0.018771, -0.012830,0.028910, -0.007860, 0.008793, -0.011193, -0.004858
-0.013460, -0.017855,0.031042, -0.005596, 0.007594, -0.011260, -0.004997
-0.011796, -0.012399,0.027045, -0.010658, 0.006661, -0.011312, -0.005039
-0.014112, -0.011290,0.033706, -0.005196, 0.007327, -0.011389, -0.005032
-0.013666, -0.007307,0.030109, -0.007194, 0.006528, -0.011462, -0.004959
-0.008653, -0.013047,0.032374, -0.003997, 0.007994, -0.011422, -0.004994
-0.009413, -0.006119,0.032108, -0.006928, 0.006661, -0.011409, -0.004891
-0.010197, -0.011885,0.031175, -0.004130, 0.007461, -0.011401, -0.004908
-0.005800, -0.010925,0.028377, -0.003730, 0.005329, -0.011303, -0.004917
-0.009618, -0.004470,0.030242, -0.003464, 0.005196, -0.011283, -0.004790
-0.014422, -0.015776,0.031575, -0.007461, 0.008793, -0.011375, -0.004886
-0.010380, -0.007886,0.031442, -0.004929, 0.007594, -0.011375, -0.004823
-0.014150, -0.014756,0.031708, -0.006661, 0.008926, -0.011456, -0.004897
-0.013460, -0.006764,0.032108, -0.003464, 0.007594, -0.011510, -0.004808
-0.010618, -0.013136,0.031974, -0.005462, 0.007327, -0.011514, -0.004850
-0.006023, -0.013467,0.031841, -0.002931, 0.004929, -0.011415, -0.004897
-0.010186, -0.018347,0.028777, -0.003864, 0.007461, -0.011406, -0.005053
-0.010509, -0.017581,0.030775, -0.006128, 0.007061, -0.011412, -0.005183
-0.011682, -0.012290,0.031175, -0.004396, 0.009193, -0.011435, -0.005203
-0.008909, -0.012921,0.028511, -0.007994, 0.006661, -0.011415, -0.005246
-0.013196, -0.009561,0.031575, -0.005063, 0.005329, -0.011471, -0.005208
-0.011704, -0.013869,0.030376, -0.005063, 0.006262, -0.011495, -0.005262
-0.007448, -0.011808,0.029843, -0.005596, 0.007061, -0.011436, -0.005276
-0.008217, -0.007215,0.030509, -0.003997, 0.006795, -0.011388, -0.005196
-0.016548, -0.015191,0.032641, -0.002531, 0.006795, -0.011501, -0.005268
-0.013431, -0.010529,0.031175, -0.006395, 0.008393, -0.011564, -0.005251
-0.010798, -0.015212,0.031175, -0.005729, 0.009992, -0.011572, -0.005328
-0.007950, -0.012775,0.033173, -0.002798, 0.006395, -0.011510, -0.005347
-0.006165, -0.013278,0.032774, -0.004796, 0.010258, -0.011422, -0.005377
-0.015093, -0.014554,0.030775, -0.008926, 0.007461, -0.011530, -0.005440
-0.005413, -0.008660,0.031974, -0.006128, 0.005862, -0.011432, -0.005379
-0.003714, -0.017624,0.030109, -0.007194, 0.006928, -0.011306, -0.005506
-0.015531, -0.003106,0.027978, -0.004663, 0.007194, -0.011409, -0.005348
-0.015607, -0.009636,0.030242, -0.008926, 0.006395, -0.011528, -0.005315
-0.009553, -0.004440,0.031841, -0.004929, 0.008926, -0.011507, -0.005173
-0.010572, -0.008471,0.032507, -0.002132, 0.008793, -0.011497, -0.005111
-0.006520, -0.009411,0.028777, -0.001465, 0.005063, -0.011403, -0.005084
-0.008019, -0.011961,0.031974, -0.009326, 0.008393, -0.011372, -0.005097
-0.015518, -0.012280,0.032507, -0.005995, 0.007994, -0.011479, -0.005113
-0.016978, -0.007651,0.032108, -0.004396, 0.009193, -0.011606, -0.005038
-0.007460, -0.008400,0.035039, -0.007194, 0.007194, -0.011551, -0.004968
-0.006588, -0.010595,0.033706, -0.003464, 0.008793, -0.011465, -0.004948
-0.009256, -0.009054,0.030909, -0.003197, 0.004929, -0.011434, -0.004909
-0.010076, -0.012186,0.029443, -0.005329, 0.009059, -0.011428, -0.004939
-0.014146, -0.019332,0.031175, -0.003464, 0.006928, -0.011495, -0.005105
-0.010529, -0.012283,0.030242, -0.005596, 0.004796, -0.011498, -0.005130
-0.010993, -0.008143,0.028910, -0.010258, 0.007994, -0.011528, -0.005077
-0.007686, -0.007888,0.026379, -0.007994, 0.010125, -0.011483, -0.005030
-0.003476, -0.013502,0.030509, -0.004530, 0.010791, -0.011340, -0.005079
-0.011648, -0.015687,0.031042, -0.006395, 0.009726, -0.011372, -0.005170
-0.011179, -0.012110,0.028511, -0.004796, 0.007594, -0.011386, -0.005197
-0.013511, -0.014869,0.032374, -0.005063, 0.011458, -0.011449, -0.005264
-0.010907, -0.009965,0.035039, -0.000933, 0.008393, -0.011442, -0.005220
-0.007628, -0.008967,0.029976, -0.005995, 0.005196, -0.011389, -0.005178
-0.019611, -0.010344,0.034639, -0.003197, 0.006262, -0.011566, -0.005145
-0.013376, -0.007462,0.031841, -0.004663, 0.005196, -0.011620, -0.005067
-0.012074, -0.011130,0.033973, -0.005862, 0.007594, -0.011652, -0.005055
-0.011385, -0.011927,0.031308, -0.005329, 0.005729, -0.011668, -0.005069
-0.003676, -0.008756,0.031442, -0.003730, 0.009193, -0.011523, -0.005020
-0.009467, -0.016904,0.030242, -0.004796, 0.007061, -0.011500, -0.005139
-0.011529, -0.012068,0.031442, -0.004796, 0.007860, -0.011520, -0.005154
-0.013548, -0.013343,0.032374, -0.006661, 0.006262, -0.011586, -0.005191
-0.009644, -0.012156,0.028777, -0.005063, 0.006661, -0.011567, -0.005218
-0.012641, -0.011296,0.029843, -0.003064, 0.009592, -0.011601, -0.005222
-0.004632, -0.008995,0.030775, -0.005063, 0.005862, -0.011481, -0.005177
-0.010197, -0.012290,0.033173, -0.001599, 0.009193, -0.011462, -0.005189
-0.014566, -0.016656,0.029177, -0.003864, 0.008393, -0.011539, -0.005304
-0.009143, -0.009677,0.030642, -0.005995, 0.007194, -0.011515, -0.005272
-0.011073, -0.016173,0.031708, -0.002665, 0.008527, -0.011516, -0.005365
-0.009721, -0.018636,0.037836, -0.002931, 0.008527, -0.011492, -0.005483
-0.012716, -0.008658,0.030242, -0.006128, 0.006661, -0.011540, -0.005427
-0.008365, -0.013125,0.033440, -0.005995, 0.008260, -0.011500, -0.005450
-0.017261, -0.009071,0.028644, -0.003197, 0.007194, -0.011628, -0.005410
-0.015226, -0.018109,0.029310, -0.005196, 0.008793, -0.011720, -0.005550
-0.012547, -0.011597,0.033706, -0.004796, 0.003464, -0.011756, -0.005538
-0.010685, -0.012432,0.027844, -0.007327, 0.006262, -0.011763, -0.005567
-0.014476, -0.010455,0.026912, -0.004130, 0.006262, -0.011834, -0.005559
-0.014736, -0.011507,0.031841, -0.005462, 0.003997, -0.011913, -0.005553
-0.012716, -0.014812,0.028244, -0.006528, 0.007727, -0.011955, -0.005628
-0.008887, -0.012143,0.031575, -0.003464, 0.005862, -0.011907, -0.005634
-0.007657, -0.013164,0.031442, -0.002665, 0.008260, -0.011832, -0.005662
-0.004045, -0.009574,0.031442, -0.004263, 0.006128, -0.011693, -0.005617
-0.013358, -0.010137,0.033440, -0.004130, 0.009459, -0.011743, -0.005576
-0.012143, -0.009294,0.030775, -0.003730, 0.008793, -0.011765, -0.005530
-0.015065, -0.016813,0.031708, -0.005329, 0.009726, -0.011852, -0.005631
-0.012668, -0.011657,0.032374, -0.003730, 0.010925, -0.011883, -0.005625
-0.013308, -0.010099,0.033040, -0.004796, 0.006528, -0.011931, -0.005585
-0.013246, -0.009259,0.032507, -0.005196, 0.007994, -0.011977, -0.005531
-0.012114, -0.010016,0.029843, -0.004530, 0.009326, -0.011998, -0.005504
-0.016052, -0.012761,0.031308, -0.006395, 0.009592, -0.012104, -0.005526
-0.008964, -0.012576,0.031442, -0.003597, 0.003597, -0.012055, -0.005544
-0.011139, -0.006346,0.031175, -0.004263, 0.007461, -0.012054, -0.005438
-0.011685, -0.009254,0.032374, -0.006128, 0.007194, -0.012070, -0.005387
-0.010186, -0.011872,0.030109, -0.007061, 0.007727, -0.012060, -0.005399
-0.009909, -0.018246,0.030642, -0.005596, 0.005063, -0.012039, -0.005535
-0.006722, -0.006924,0.028111, -0.006661, 0.007994, -0.011959, -0.005453
-0.014681, -0.009516,0.030242, -0.003864, 0.002398, -0.012029, -0.005416
-0.012668, -0.010512,0.033440, -0.005063, 0.006395, -0.012061, -0.005387
-0.011011, -0.018146,0.031042, -0.005995, 0.012657, -0.012064, -0.005520
-0.004648, -0.012799,0.033706, -0.003331, 0.006795, -0.011928, -0.005534
-0.008119, -0.014004,0.029443, -0.005995, 0.009459, -0.011876, -0.005588
-0.009472, -0.013463,0.028377, -0.005462, 0.005729, -0.011849, -0.005634
-0.011487, -0.012034,0.027311, -0.005995, 0.006928, -0.011865, -0.005655
-0.009214, -0.012442,0.028244, -0.004929, 0.007994, -0.011832, -0.005680
-0.008172, -0.010283,0.031708, -0.006661, 0.008260, -0.011785, -0.005648
-0.014277, -0.007207,0.032774, -0.005462, 0.008793, -0.011856, -0.005550
-0.010801, -0.007541,0.032374, -0.003597, 0.007194, -0.011849, -0.005463
-0.009933, -0.010134,0.031841, -0.001599, 0.009326, -0.011817, -0.005432
-0.011743, -0.013100,0.032108, -0.004396, 0.005462, -0.011832, -0.005459
-0.008667, -0.008464,0.029177, -0.003197, 0.009459, -0.011782, -0.005405
-0.010178, -0.011862,0.034639, -0.003197, 0.006928, -0.011762, -0.005398
-0.015391, -0.012882,0.029710, -0.005995, 0.010392, -0.011858, -0.005432
-0.012327, -0.013681,0.034905, -0.003997, 0.007061, -0.011883, -0.005460
-0.004280, -0.008356,0.036104, -0.005462, 0.007594, -0.011753, -0.005376
-0.011479, -0.010472,0.029843, -0.007994, 0.007860, -0.011778, -0.005361
-0.009760, -0.008077,0.031442, -0.003997, 0.006528, -0.011754, -0.005292
-0.011428, -0.008911,0.031175, -0.006128, 0.006928, -0.011771, -0.005242
-0.010227, -0.008873,0.031308, -0.004929, 0.008527, -0.011760, -0.005192
-0.010609, -0.010065,0.029843, -0.008260, 0.006661, -0.011769, -0.005173
-0.011591, -0.015590,0.029177, -0.003464, 0.007994, -0.011779, -0.005267
-0.007665, -0.013918,0.029843, -0.004796, 0.006528, -0.011716, -0.005323
-0.006500, -0.012730,0.030775, -0.004396, 0.007994, -0.011629, -0.005350
-0.012035, -0.009548,0.029310, -0.006395, 0.003331, -0.011662, -0.005319
-0.015780, -0.009076,0.031974, -0.004663, 0.006128, -0.011762, -0.005269
-0.012397, -0.007970,0.029976, -0.003464, 0.010525, -0.011789, -0.005206
-0.017065, -0.012277,0.026246, -0.004130, 0.004796, -0.011910, -0.005244
-0.015204, -0.008892,0.030376, -0.002665, 0.007061, -0.011987, -0.005198
-0.008469, -0.008333,0.028777, -0.006395, 0.006795, -0.011941, -0.005148
-0.007250, -0.013157,0.030775, -0.007594, 0.008393, -0.011877, -0.005187
-0.013903, -0.013700,0.029843, -0.002798, 0.007461, -0.011929, -0.005241
-0.008986, -0.010327,0.029310, -0.006395, 0.007461, -0.011895, -0.005228
-0.015799, -0.001205,0.030909, -0.002798, 0.006262, -0.011984, -0.005026
-0.005814, -0.009464,0.028910, -0.003597, 0.007594, -0.011875, -0.005001
-0.007293, -0.012493,0.026246, -0.002798, 0.007194, -0.011794, -0.005048
-0.007516, -0.008870,0.031042, -0.000933, 0.007061, -0.011712, -0.005003
-0.009497, -0.006688,0.031974, -0.003464, 0.005329, -0.011682, -0.004911
-0.012688, -0.007154,0.031308, -0.002531, 0.007594, -0.011712, -0.004834
-0.010180, -0.011866,0.032641, -0.003997, 0.005329, -0.011697, -0.004846
-0.014637, -0.010572,0.031974, -0.003864, 0.006128, -0.011771, -0.004835
-0.010029, -0.010978,0.035971, -0.002132, 0.005329, -0.011744, -0.004817
-0.008651, -0.016895,0.029177, -0.000933, 0.006795, -0.011686, -0.004944
-0.005004, -0.014403,0.030376, -0.004929, 0.004929, -0.011572, -0.005015
-0.011400, -0.008143,0.032641, -0.005329, 0.006528, -0.011589, -0.004949
-0.009552, -0.011258,0.029843, -0.003730, 0.005995, -0.011563, -0.004958
-0.008753, -0.011693,0.030242, -0.003864, 0.006661, -0.011522, -0.004974
-0.009269, -0.013260,0.032374, -0.003730, 0.007461, -0.011491, -0.005013
-0.005438, -0.014885,0.031974, -0.007461, 0.003730, -0.011400, -0.005085
-0.007213, -0.012384,0.033840, -0.001998, 0.005329, -0.011324, -0.005099
-0.010951, -0.016899,0.031841, -0.008260, 0.007594, -0.011349, -0.005210
-0.003843, -0.017797,0.030109, -0.002931, 0.007061, -0.011210, -0.005344
-0.007970, -0.008174,0.030909, -0.004530, 0.004796, -0.011163, -0.005279
-0.009845, -0.005432,0.029976, -0.003997, 0.005329, -0.011152, -0.005165
-0.009885, -0.008522,0.028777, -0.004663, 0.007860, -0.011145, -0.005119
-0.000473, -0.015126,0.031308, -0.001732, 0.004663, -0.010939, -0.005196
-0.009840, -0.003529,0.035438, -0.004530, 0.008527, -0.010934, -0.005024
-0.007333, -0.007537,0.028910, -0.007327, 0.004929, -0.010891, -0.004961
-0.013933, -0.016423,0.034639, -0.007061, 0.006661, -0.010980, -0.005054
-0.006365, -0.012730,0.031042, -0.004130, 0.004396, -0.010903, -0.005086
-0.015833, -0.004630,0.032774, -0.002798, 0.004530, -0.011013, -0.004949
-0.011601, -0.016756,0.033706, -0.004530, 0.005462, -0.011042, -0.005053
-0.012855, -0.006563,0.032108, -0.005329, 0.006928, -0.011100, -0.004957
-0.009757, -0.015275,0.028111, -0.002665, 0.005329, -0.011083, -0.005053
-0.007131, -0.011100,0.029576, -0.003864, 0.010392, -0.011019, -0.005058
-0.014410, -0.010419,0.030509, -0.005995, 0.006262, -0.011111, -0.005046
-0.012300, -0.002906,0.031841, -0.004530, 0.002531, -0.011152, -0.004878
-0.006552, -0.011685,0.032108, -0.002665, 0.006262, -0.011071, -0.004888
-0.004626, -0.017697,0.030909, -0.005862, 0.006395, -0.010965, -0.005023
-0.009187, -0.002884,0.035305, -0.001732, 0.004663, -0.010936, -0.004842
-0.012026, -0.016795,0.031042, -0.005196, 0.004796, -0.010978, -0.004960
-0.008510, -0.017223,0.029843, -0.003730, 0.003864, -0.010943, -0.005088
-0.012904, -0.009695,0.030109, -0.006661, 0.001599, -0.011009, -0.005062
-0.011070, -0.021535,0.029843, -0.006395, 0.001865, -0.011035, -0.005275
-0.013111, -0.014469,0.029177, -0.003064, 0.002931, -0.011089, -0.005344
-0.009695, -0.006887,0.033973, -0.004130, -0.000133, -0.011077, -0.005242
-0.007869, -0.012644,0.029576, -0.001599, 0.001199, -0.011019, -0.005274
-0.006769, -0.011575,0.028910, -0.005729, -0.000400, -0.010956, -0.005287
-0.013362, -0.014302,0.030509, 0.000000, -0.005063, -0.011005, -0.005347
-0.021639, -0.002360,0.031175, -0.000799, -0.007727, -0.011220, -0.005165
-0.011360, -0.012307,0.029576, -0.004796, -0.007061, -0.011242, -0.005192
-0.010772, -0.011382,0.030509, -0.004663, -0.009326, -0.011251, -0.005196
-0.011704, -0.006563,0.034106, -0.000933, -0.011990, -0.011264, -0.005090
-0.010439, -0.017865,0.029576, -0.009459, -0.014522, -0.011284, -0.005230
-0.003127, -0.012574,0.032108, -0.008393, -0.000799, -0.011154, -0.005251
-0.005591, -0.012664,0.033173, -0.007061, 0.004263, -0.011070, -0.005269
-0.008293, -0.009978,0.034373, -0.004130, 0.001998, -0.011031, -0.005228
-0.008611, -0.011840,0.031442, -0.005462, 0.005329, -0.011004, -0.005237
-0.006145, -0.014788,0.029710, -0.005462, 0.003864, -0.010928, -0.005312
-0.009088, -0.015056,0.030509, -0.003464, 0.002531, -0.010905, -0.005387
-0.011742, -0.011208,0.032108, -0.002398, 0.002798, -0.010931, -0.005378
-0.017038, -0.004243,0.032374, -0.004396, 0.003464, -0.011071, -0.005228
-0.006552, -0.009051,0.027711, -0.004396, 0.001998, -0.010997, -0.005196
-0.006749, -0.014578,0.033573, -0.001332, 0.003464, -0.010918, -0.005252
-0.014302, -0.009938,0.027711, -0.005995, 0.003597, -0.011009, -0.005237
-0.016514, -0.011433,0.029576, -0.002265, 0.002132, -0.011128, -0.005245
-0.011663, -0.006135,0.035572, -0.001865, 0.004530, -0.011146, -0.005123
-0.013795, -0.011730,0.029177, -0.007327, 0.003331, -0.011228, -0.005141
-0.006329, -0.009965,0.032507, -0.002531, -0.000133, -0.011139, -0.005110
-0.018599, -0.011160,0.030775, -0.006395, 0.001732, -0.011314, -0.005111
-0.011293, -0.014116,0.032374, -0.002531, 0.004796, -0.011323, -0.005164
-0.010167, -0.012658,0.029310, -0.003197, 0.002798, -0.011313, -0.005199
-0.014681, -0.011799,0.030109, -0.004929, 0.002931, -0.011399, -0.005213
-0.009421, -0.011507,0.029976, -0.003997, 0.001199, -0.011375, -0.005221
-0.012768, -0.010255,0.033973, -0.000266, 0.004929, -0.011404, -0.005189
-0.011272, -0.015230,0.029576, -0.003197, 0.001599, -0.011414, -0.005273
-0.012449, -0.014535,0.033173, 0.000000, 0.003064, -0.011435, -0.005329
-0.013659, -0.008115,0.031841, -0.003064, 0.003597, -0.011491, -0.005260
-0.011663, -0.010383,0.031841, -0.005063, 0.005995, -0.011515, -0.005237
-0.003319, -0.008128,0.029843, -0.004130, 0.003864, -0.011367, -0.005178
-0.008600, -0.012966,0.031175, -0.002265, 0.001066, -0.011320, -0.005212
-0.012211, -0.015833,0.030642, -0.004796, 0.003331, -0.011357, -0.005304
-0.006742, -0.008428,0.025580, -0.005995, 0.000533, -0.011288, -0.005266
-0.008342, -0.011597,0.029576, -0.002931, 0.000266, -0.011241, -0.005277
-0.016252, -0.007283,0.027178, -0.009459, 0.002398, -0.011378, -0.005210
-0.013511, -0.007537,0.031841, -0.003997, -0.002665, -0.011436, -0.005132
-0.012681, -0.009039,0.034239, -0.006661, 0.000666, -0.011487, -0.005076
-0.010498, -0.005384,0.030642, -0.005995, -0.003997, -0.011491, -0.004962
-0.006375, -0.013903,0.030509, -0.004796, -0.000266, -0.011408, -0.005021
-0.010352, -0.007462,0.033840, -0.002531, 0.000933, -0.011396, -0.004937
-0.009434, -0.010714,0.033040, -0.005462, 0.001599, -0.011379, -0.004923
-0.011920, -0.009076,0.032108, -0.004530, 0.004663, -0.011407, -0.004881
-0.009794, -0.004661,0.033706, -0.007461, 0.003730, -0.011404, -0.004744
-0.008108, -0.015134,0.030509, -0.005596, 0.003064, -0.011360, -0.004832
-0.013296, -0.014246,0.031442, -0.008260, 0.004396, -0.011431, -0.004897
-0.013001, -0.012462,0.028244, -0.004396, 0.004796, -0.011480, -0.004938
-0.004453, -0.010391,0.029576, -0.003064, 0.006661, -0.011351, -0.004931
-0.005611, -0.015345,0.027978, -0.003064, 0.008260, -0.011249, -0.005030
-0.013438, -0.010940,0.032774, -0.003331, 0.006928, -0.011305, -0.005019
-0.001748, -0.010352,0.029843, -0.003864, 0.006928, -0.011129, -0.005009
-0.014824, -0.006973,0.032108, -0.003730, 0.008260, -0.011218, -0.004922
-0.006134, -0.009032,0.029043, -0.007327, 0.007194, -0.011145, -0.004891
-0.017163, -0.016625,0.033173, -0.006395, 0.008660, -0.011290, -0.004995
-0.013373, -0.013574,0.028777, -0.003197, 0.007727, -0.011345, -0.005054
-0.009101, -0.013922,0.029710, -0.004130, 0.006128, -0.011316, -0.005115
-0.007753, -0.012581,0.031175, -0.001599, 0.007594, -0.011251, -0.005142
-0.018083, -0.002574,0.030109, -0.003197, 0.005063, -0.011400, -0.004973
-0.002389, -0.012967,0.031841, -0.005995, 0.005462, -0.011243, -0.005008
-0.007690, -0.008634,0.036371, -0.002798, 0.007194, -0.011183, -0.004938
-0.020347, -0.008194,0.029843, -0.003464, 0.007327, -0.011380, -0.004886
-0.010492, -0.011097,0.032507, -0.003730, 0.006262, -0.011377, -0.004883
-0.006142, -0.013633,0.030242, -0.004263, 0.004663, -0.011289, -0.004939
-0.009160, -0.011567,0.032641, -0.000533, 0.007860, -0.011249, -0.004944
-0.015138, -0.015003,0.029576, -0.003864, 0.008660, -0.011341, -0.005029
-0.013611, -0.009973,0.035039, -0.001865, 0.006928, -0.011394, -0.004991
-0.014142, -0.009702,0.030242, -0.003197, 0.006928, -0.011462, -0.004966
-0.011409, -0.010459,0.031708, -0.003197, 0.006928, -0.011473, -0.004952
-0.011702, -0.009170,0.029576, -0.003064, 0.007860, -0.011490, -0.004920
-0.011314, -0.007274,0.029177, -0.005462, 0.007061, -0.011508, -0.004853
-0.013929, -0.011843,0.032374, -0.002398, 0.007061, -0.011565, -0.004866
-0.007901, -0.013033,0.030109, -0.002931, 0.009326, -0.011504, -0.004911
-0.007199, -0.010798,0.032374, -0.005329, 0.006928, -0.011438, -0.004902
-0.009249, -0.013974,0.032907, -0.007327, 0.009992, -0.011423, -0.004954
-0.013644, -0.010740,0.030109, -0.005462, 0.009193, -0.011489, -0.004952
-0.010540, -0.012297,0.035838, -0.002531, 0.006661, -0.011480, -0.004959
-0.007468, -0.011100,0.030109, -0.004396, 0.006528, -0.011417, -0.004963
-0.007129, -0.011837,0.031175, -0.004130, 0.005596, -0.011348, -0.004979
-0.016121, -0.007488,0.033040, -0.005196, 0.008527, -0.011463, -0.004899
-0.012327, -0.010566,0.031442, -0.002132, 0.006395, -0.011489, -0.004889
-0.014256, -0.001606,0.032641, -0.001599, 0.009059, -0.011551, -0.004696
-0.005994, -0.017576,0.031442, -0.007327, 0.005329, -0.011468, -0.004830
-0.010757, -0.009810,0.030909, -0.003197, 0.007994, -0.011467, -0.004809
-0.012823, -0.005400,0.032641, -0.006395, 0.007860, -0.011519, -0.004692
-0.005975, -0.010338,0.034639, -0.004929, 0.005995, -0.011427, -0.004670
-0.012740, -0.006777,0.030109, -0.005462, 0.007061, -0.011475, -0.004594
-0.008644, -0.007293,0.031042, -0.003197, 0.008660, -0.011431, -0.004526
-0.012549, -0.010814,0.033307, -0.004796, 0.008926, -0.011472, -0.004521
-0.006803, -0.015441,0.028511, -0.002665, 0.008926, -0.011389, -0.004628
-0.009845, -0.011949,0.030376, -0.008926, 0.007594, -0.011393, -0.004655
-0.013611, -0.011118,0.031042, -0.005063, 0.011191, -0.011457, -0.004663
-0.007989, -0.015159,0.031708, -0.003997, 0.009059, -0.011404, -0.004748
