accR,accP,gyroR,gyroP,gyroY,cfroll,cfpitch
-0.143403, 0.539172,0.686118, 0.142686, -0.073541, -0.063940, 0.514384
-0.147272, 0.550204,0.701172, 0.163469, -0.068212, -0.064966, 0.517849
-0.145505, 0.545572,0.703837, 0.181322, -0.063549, -0.065866, 0.521163
-0.150495, 0.551787,0.702771, 0.198375, -0.053690, -0.066781, 0.524530
-0.139542, 0.550846,0.693046, 0.219424, -0.045564, -0.067376, 0.527773
-0.133038, 0.545246,0.674793, 0.242473, -0.036104, -0.067739, 0.530768
-0.144455, 0.554031,0.642553, 0.250067, -0.025846, -0.068293, 0.533752
-0.153154, 0.558241,0.597922, 0.260725, -0.017319, -0.068968, 0.536585
-0.155974, 0.558213,0.530642, 0.257927, -0.006795, -0.069697, 0.539098
-0.145557, 0.560940,0.450173, 0.244471, 0.008527, -0.070256, 0.541300
-0.155457, 0.564454,0.359712, 0.239542, 0.024647, -0.071021, 0.543173
-0.155848, 0.561221,0.256861, 0.218359, 0.041700, -0.071862, 0.544541
-0.142273, 0.565305,0.158407, 0.191713, 0.050759, -0.072518, 0.545577
-0.155947, 0.578132,0.061418, 0.161338, 0.053157, -0.073554, 0.546469
-0.154453, 0.566099,-0.026112, 0.126965, 0.059552, -0.074675, 0.546759
-0.147057, 0.574762,-0.097788, 0.097788, 0.065414, -0.075739, 0.546936
-0.154820, 0.584719,-0.171330, 0.057288, 0.066080, -0.077096, 0.547020
-0.154062, 0.613098,-0.227951, 0.015721, 0.053424, -0.078574, 0.547448
-0.145036, 0.612734,-0.307088, -0.025979, 0.035838, -0.080005, 0.547550
-0.142671, 0.576682,-0.422329, -0.069278, 0.039302, -0.081530, 0.546477
-0.152161, 0.550930,-0.572209, -0.109912, 0.056621, -0.083373, 0.544323
-0.153126, 0.529651,-0.757394, -0.144951, 0.086331, -0.085337, 0.541060
-0.155296, 0.512110,-0.966827, -0.179723, 0.127764, -0.087440, 0.536691
-0.164667, 0.520469,-1.194644, -0.208100, 0.174127, -0.089801, 0.531684
-0.170601, 0.525847,-1.451106, -0.253264, 0.224487, -0.092409, 0.525879
-0.138598, 0.471716,-1.676126, -0.286171, 0.290301, -0.094455, 0.518225
-0.183513, 0.470604,-1.920064, -0.346390, 0.349587, -0.097594, 0.509746
-0.178954, 0.444401,-2.017852, -0.392886, 0.420064, -0.100761, 0.500529
-0.157804, 0.424071,-2.035705, -0.413669, 0.486544, -0.103524, 0.491020
-0.167899, 0.419819,-2.065015, -0.443512, 0.559552, -0.106550, 0.481501
-0.167095, 0.388217,-2.195977, -0.468292, 0.632827, -0.109596, 0.471027
-0.156238, 0.386521,-2.437117, -0.495870, 0.709432, -0.112473, 0.459784
-0.167032, 0.390115,-2.732614, -0.528644, 0.780442, -0.115636, 0.447678
-0.163524, 0.421174,-3.012257, -0.574607, 0.835731, -0.118847, 0.435340
-0.150907, 0.432128,-3.229550, -0.601119, 0.861178, -0.121844, 0.422616
-0.128582, 0.439278,-3.365175, -0.621103, 0.856248, -0.124414, 0.409758
-0.121775, 0.436586,-3.451106, -0.638689, 0.843325, -0.126865, 0.396766
-0.107577, 0.438024,-3.453770, -0.666667, 0.807754, -0.129092, 0.384053
-0.085313, 0.431226,-3.401812, -0.682121, 0.761524, -0.130890, 0.371661
-0.074100, 0.397610,-3.307621, -0.681455, 0.727685, -0.132426, 0.359214
-0.064533, 0.406260,-3.195710, -0.660938, 0.685985, -0.133659, 0.347628
-0.064736, 0.436720,-3.153610, -0.629097, 0.673062, -0.134747, 0.337048
-0.055827, 0.327835,-3.171863, -0.633893, 0.601252, -0.135653, 0.324430
-0.059390, 0.317772,-3.119771, -0.615241, 0.545830, -0.136540, 0.312067
-0.063020, 0.322411,-3.016120, -0.616174, 0.490408, -0.137485, 0.300451
-0.050539, 0.302626,-2.863443, -0.594591, 0.432454, -0.138076, 0.289269
-0.043598, 0.276856,-2.690115, -0.542499, 0.385159, -0.138313, 0.278476
-0.050600, 0.273146,-2.507994, -0.513589, 0.336664, -0.138572, 0.268538
-0.054702, 0.263565,-2.332401, -0.489475, 0.291767, -0.138814, 0.259296
-0.049252, 0.240617,-2.162004, -0.459233, 0.236611, -0.138823, 0.250447
-0.044340, 0.216304,-1.997602, -0.430722, 0.193179, -0.138622, 0.241933
-0.035533, 0.206853,-1.817213, -0.394618, 0.161737, -0.138107, 0.234108
-0.015121, 0.193911,-1.661204, -0.353717, 0.134293, -0.137033, 0.226792
-0.015144, 0.179516,-1.532907, -0.300426, 0.119238, -0.135773, 0.219838
-0.007732, 0.168423,-1.480149, -0.251399, 0.110312, -0.134198, 0.213007
-0.011427, 0.143534,-1.455769, -0.201572, 0.108047, -0.132533, 0.205911
-0.048740, 0.103427,-1.421529, -0.145350, 0.135758, -0.131427, 0.198289
0.009353, 0.146455,-1.620703, -0.095257, 0.156275, -0.128985, 0.190899
-0.026260, 0.102222,-1.705835, -0.063016, 0.196909, -0.127177, 0.182439
-0.025840, 0.081024,-1.574607, -0.049161, 0.230616, -0.125343, 0.174238
-0.038419, 0.073692,-1.380629, -0.023714, 0.255795, -0.123698, 0.166815
-0.054455, 0.073708,-1.215161, -0.011990, 0.281508, -0.122360, 0.160190
-0.043642, 0.085727,-1.142419, -0.008660, 0.310818, -0.120819, 0.154222
-0.029623, 0.100824,-1.237144, -0.004396, 0.327072, -0.119013, 0.148305
-0.060712, 0.102743,-1.366374, 0.002665, 0.352918, -0.117836, 0.142037
-0.046734, 0.113672,-1.589795, -0.000933, 0.368905, -0.116418, 0.135238
-0.067582, 0.106274,-1.786171, -0.007994, 0.391687, -0.115472, 0.127657
-0.057431, 0.085917,-1.910338, -0.015987, 0.401013, -0.114374, 0.119333
-0.054065, 0.088810,-1.952305, -0.027978, 0.413136, -0.113278, 0.111070
-0.053995, 0.089044,-1.964428, -0.041300, 0.413936, -0.112254, 0.102929
-0.057705, 0.072211,-1.912070, -0.059153, 0.420597, -0.111395, 0.094819
-0.048062, 0.083332,-1.750466, -0.070610, 0.429656, -0.110405, 0.087728
0.019407, 0.141950,-1.507061, -0.065281, 0.399281, -0.108065, 0.082904
-0.067679, 0.049662,-1.212363, -0.080069, 0.391287, -0.107571, 0.077487
-0.044245, 0.055554,-0.869971, -0.080069, 0.386224, -0.106618, 0.073638
-0.030323, 0.096497,-0.571010, -0.071143, 0.371037, -0.105371, 0.071857
-0.019865, 0.067854,-0.384892, -0.048361, 0.345990, -0.103851, 0.070268
0.000667, 0.088813,-0.240474, -0.034373, 0.310019, -0.101895, 0.069696
-0.005851, 0.083916,-0.095923, -0.011857, 0.279110, -0.100021, 0.069605
-0.030221, 0.081666,0.091926, 0.013056, 0.237810, -0.098573, 0.070206
-0.039712, 0.091299,0.253797, 0.043299, 0.199840, -0.097226, 0.071623
-0.022865, 0.114110,0.387823, 0.074740, 0.145217, -0.095446, 0.073993
0.044901, 0.230997,0.532907, 0.118838, 0.008660, -0.092173, 0.079222
-0.023309, 0.225331,0.643086, 0.140821, -0.088596, -0.090244, 0.084665
-0.041912, 0.095849,0.745004, 0.162270, -0.130829, -0.088641, 0.087809
-0.032226, 0.056322,0.825073, 0.193578, -0.143086, -0.086754, 0.090414
-0.039430, 0.030381,0.889955, 0.227951, -0.116041, -0.084914, 0.092702
-0.016777, 0.044498,0.937517, 0.259526, -0.117506, -0.082534, 0.095413
-0.024074, -0.003177,0.952571, 0.290168, -0.089662, -0.080227, 0.097175
-0.024519, -0.008907,0.929656, 0.328804, -0.064349, -0.077824, 0.098698
-0.020559, 0.034026,0.906075, 0.343325, -0.069678, -0.075333, 0.100956
-0.028517, -0.016751,0.885958, 0.377165, -0.030109, -0.072918, 0.102075
-0.009432, 0.029381,0.889289, 0.401545, 0.004530, -0.070075, 0.104107
-0.019506, 0.018784,0.914735, 0.430456, 0.013056, -0.067376, 0.105986
-0.024511, 0.019611,0.937517, 0.443112, 0.042233, -0.064782, 0.107934
-0.025397, 0.049207,0.956302, 0.465894, 0.071276, -0.062168, 0.110508
-0.012717, 0.071298,0.964828, 0.468825, 0.088862, -0.059341, 0.113506
-0.027679, 0.034284,0.947509, 0.475620, 0.126565, -0.056843, 0.115636
-0.025062, 0.054905,0.925926, 0.460432, 0.159872, -0.054403, 0.118051
-0.033167, 0.066332,0.892752, 0.427658, 0.174927, -0.052301, 0.120516
-0.041363, 0.059523,0.836131, 0.365441, 0.211831, -0.050650, 0.122574
-0.045488, 0.105651,0.770051, 0.313483, 0.230749, -0.049318, 0.125254
0.019869, 0.316035,0.749267, 0.243539, 0.130163, -0.046980, 0.132007
-0.244382, 0.299706,0.673328, 0.038769, 0.077138, -0.050776, 0.138000
-0.648176, 1.220573,0.451772, -0.416600, -0.203171, -0.064357, 0.161422
-0.225553, 0.767357,0.362910, -0.750866, -0.432188, -0.070524, 0.174964
-0.074288, 0.215963,0.295897, -0.820277, -0.453504, -0.073815, 0.176944
-0.054343, -0.081703,0.354650, -0.864375, -0.251132, -0.076814, 0.173161
-0.105775, -0.095930,0.257128, -0.484546, -0.045564, -0.079292, 0.168787
0.034355, -0.001775,0.204770, -0.628564, 0.079536, -0.079483, 0.166179
0.033471, 0.136891,0.075540, -0.203570, 0.091793, -0.078022, 0.165889
-0.074550, 0.296332,-0.069811, -0.197176, -0.014655, -0.078726, 0.168224
-0.036672, 0.244424,-0.113509, -0.332534, -0.061151, -0.079188, 0.169303
-0.100028, 0.166619,-0.216893, -0.414735, -0.071809, -0.081231, 0.168399
-0.053566, 0.065046,-0.230216, -0.845723, -0.010525, -0.083993, 0.165430
-0.028399, 0.057788,-0.218492, -1.023448, 0.062483, -0.086893, 0.162420
-0.041214, 0.097529,-0.223421, -1.145617, 0.130296, -0.090470, 0.160247
-0.035527, 0.124401,-0.236078, -1.375566, 0.179456, -0.094763, 0.158604
-0.029879, 0.167030,-0.271516, -1.479750, 0.204903, -0.099266, 0.157709
-0.017172, 0.183866,-0.328271, -1.583666, 0.202638, -0.103832, 0.156945
0.008931, 0.159252,-0.381428, -1.651878, 0.198774, -0.108053, 0.155496
0.012423, 0.142660,-0.416467, -1.675726, 0.201705, -0.112212, 0.153607
0.015390, 0.119642,-0.455902, -1.685318, 0.214229, -0.116266, 0.151140
0.024506, 0.118535,-0.484279, -1.660538, 0.227285, -0.119960, 0.148590
0.019712, 0.128790,-0.512257, -1.622702, 0.236344, -0.123528, 0.146186
0.022938, 0.140635,-0.542499, -1.580469, 0.233280, -0.126794, 0.143948
0.057899, 0.132021,-0.580602, -1.555289, 0.191047, -0.129197, 0.141434
0.043428, 0.132739,-0.610179, -1.540368, 0.150280, -0.131782, 0.138868
0.053681, 0.123014,-0.622968, -1.502531, 0.094191, -0.133963, 0.136109
0.068506, 0.108506,-0.629630, -1.467626, 0.046496, -0.135667, 0.133088
0.059202, 0.076671,-0.633227, -1.397149, 0.024247, -0.137246, 0.129478
0.049776, 0.088227,-0.639622, -1.323075, 0.008793, -0.138692, 0.126145
0.066045, 0.091618,-0.613376, -1.204237, 0.003597, -0.139318, 0.123050
0.084193, 0.099417,-0.594191, -1.014122, -0.035039, -0.138823, 0.120249
0.060385, 0.102523,-0.543565, -0.848521, -0.053157, -0.138165, 0.117763
0.067586, 0.103920,-0.491740, -0.669598, -0.063283, -0.136675, 0.115559
0.084566, 0.102359,-0.437783, -0.481881, -0.095657, -0.134139, 0.113579
0.082343, 0.092749,-0.368106, -0.313216, -0.130296, -0.131037, 0.111719
0.080409, 0.096410,-0.267519, -0.127898, -0.173195, -0.127310, 0.110364
0.072158, 0.090272,-0.178524, 0.012790, -0.208500, -0.123270, 0.109263
0.105951, 0.095876,-0.094191, 0.196643, -0.252998, -0.117915, 0.108626
0.121498, 0.077452,-0.005729, 0.359179, -0.290701, -0.111719, 0.107980
0.098191, 0.064204,0.063016, 0.489875, -0.317879, -0.105600, 0.107351
0.093702, 0.052624,0.114708, 0.595657, -0.321876, -0.099279, 0.106706
0.101115, 0.047105,0.159206, 0.685052, -0.312284, -0.092586, 0.106138
0.091808, 0.070869,0.185452, 0.736344, -0.302558, -0.086012, 0.106160
0.085857, 0.091241,0.194778, 0.757527, -0.303091, -0.079605, 0.106625
0.083071, 0.098321,0.184253, 0.754863, -0.313882, -0.073392, 0.107181
0.074224, 0.103389,0.163336, 0.718758, -0.322142, -0.067622, 0.107746
0.090097, 0.092771,0.146683, 0.663203, -0.325606, -0.061868, 0.108021
0.082641, 0.066674,0.139355, 0.586997, -0.324540, -0.056677, 0.107741
0.080087, 0.056009,0.157740, 0.518119, -0.298295, -0.051911, 0.107324
0.095409, 0.039585,0.189315, 0.444444, -0.266320, -0.047222, 0.106712
0.094733, 0.062041,0.183320, 0.347589, -0.225686, -0.043020, 0.106537
0.097208, 0.072704,0.188916, 0.285771, -0.183453, -0.039096, 0.106601
0.068507, 0.089460,0.223421, 0.214495, -0.157474, -0.036103, 0.107134
0.091888, 0.085485,0.256861, 0.106182, -0.118172, -0.033127, 0.107708
0.064854, 0.110224,0.231681, 0.010525, -0.120837, -0.031126, 0.108666
0.068920, 0.104170,0.207567, -0.114442, -0.116707, -0.029573, 0.109390
0.070547, 0.087047,0.209832, -0.231282, -0.103784, -0.028478, 0.109766
0.074573, 0.083496,0.217026, -0.337330, -0.086064, -0.027739, 0.110091
0.065618, 0.090433,0.195444, -0.444578, -0.062883, -0.027615, 0.110464
0.051702, 0.104889,0.123634, -0.534239, -0.045697, -0.028123, 0.110837
0.071297, 0.104185,0.039302, -0.597389, -0.040767, -0.028476, 0.110858
0.077582, 0.088513,-0.019451, -0.634959, -0.047029, -0.028844, 0.110335
0.076082, 0.061194,-0.093392, -0.653344, -0.028111, -0.029306, 0.108986
0.085685, 0.067991,-0.171063, -0.631095, -0.012124, -0.029480, 0.107496
0.083031, 0.059498,-0.224620, -0.600719, 0.009459, -0.029585, 0.105655
0.088439, 0.066985,-0.258860, -0.556488, 0.034905, -0.029406, 0.103867
0.086331, 0.076377,-0.259659, -0.498934, 0.043965, -0.029047, 0.102299
0.084075, 0.087068,-0.259792, -0.462430, 0.042899, -0.028597, 0.100976
0.092280, 0.098491,-0.253930, -0.421263, 0.024780, -0.027831, 0.099931
0.088845, 0.095073,-0.233546, -0.383560, 0.002265, -0.027001, 0.098919
0.104725, 0.089941,-0.189981, -0.337597, -0.020783, -0.025690, 0.097994
0.103850, 0.063973,-0.130296, -0.298428, -0.042899, -0.024269, 0.096803
0.093539, 0.079892,-0.099654, -0.258193, -0.053424, -0.022925, 0.096074
0.107069, 0.061878,-0.066747, -0.195977, -0.061284, -0.021093, 0.095129
0.099871, 0.052103,-0.016387, -0.153344, -0.057820, -0.019275, 0.094204
0.104974, 0.054138,0.034639, -0.106715, -0.053424, -0.017209, 0.093538
0.109308, 0.062694,0.077538, -0.064748, -0.049161, -0.014932, 0.093225
0.110472, 0.071234,0.111910, -0.020384, -0.060751, -0.012504, 0.093224
0.098514, 0.084835,0.136025, 0.024647, -0.062750, -0.010187, 0.093590
0.099682, 0.080989,0.154010, 0.049294, -0.059019, -0.007796, 0.093941
0.103293, 0.081537,0.160805, 0.081934, -0.059819, -0.005253, 0.094324
0.115247, 0.073719,0.148814, 0.092726, -0.063016, -0.002480, 0.094495
0.092244, 0.071112,0.136291, 0.088063, -0.059019, -0.000240, 0.094562
0.061265, 0.090897,0.113909, 0.077538, -0.044897, 0.001294, 0.094935
0.094905, 0.105623,0.087796, 0.076072, -0.042633, 0.003464, 0.095493
0.102330, 0.096382,0.053824, 0.048361, -0.052225, 0.005631, 0.095721
0.093026, 0.089853,0.022382, 0.021450, -0.061418, 0.007463, 0.095692
0.106297, 0.074006,0.001199, -0.013989, -0.066347, 0.009385, 0.095263
0.112274, 0.061148,-0.005462, -0.044365, -0.060352, 0.011269, 0.094559
0.110323, 0.052145,-0.005063, -0.077938, -0.045697, 0.012944, 0.093691
0.098728, 0.060393,-0.010791, -0.110845, -0.023181, 0.014226, 0.092983
0.086785, 0.069906,-0.025047, -0.150280, -0.008527, 0.015088, 0.092423
0.084873, 0.090207,-0.041833, -0.187450, 0.000133, 0.015749, 0.092215
0.080435, 0.112544,-0.044231, -0.210631, 0.003331, 0.016217, 0.092448
0.081161, 0.135528,-0.048095, -0.231815, -0.008660, 0.016607, 0.093121
0.081139, 0.135596,-0.042766, -0.238076, -0.012523, 0.016964, 0.093803
0.087051, 0.114205,-0.026246, -0.238209, -0.026512, 0.017432, 0.094108
0.093435, 0.104966,0.003331, -0.222222, -0.031175, 0.018081, 0.094338
0.105562, 0.095066,0.038902, -0.201172, -0.041966, 0.019042, 0.094505
0.101564, 0.085060,0.074207, -0.186784, -0.035438, 0.019960, 0.094607
0.113091, 0.083427,0.113509, -0.146416, -0.034772, 0.021249, 0.094829
0.111162, 0.078369,0.140021, -0.127764, -0.031442, 0.022547, 0.095048
0.120316, 0.069082,0.163602, -0.089129, -0.029976, 0.024153, 0.095170
0.112250, 0.063601,0.166400, -0.065548, -0.027178, 0.025658, 0.095191
0.125733, 0.055801,0.170797, -0.035172, -0.030242, 0.027521, 0.095073
0.124858, 0.042742,0.171863, -0.020384, -0.023581, 0.029388, 0.094700
0.131241, 0.037881,0.174261, 0.007594, -0.006928, 0.031455, 0.094247
0.126873, 0.038459,0.151612, 0.000000, 0.021316, 0.033363, 0.093725
0.119534, 0.060051,0.110711, -0.017453, 0.036371, 0.035018, 0.093486
0.102951, 0.080044,0.060218, -0.054223, 0.047029, 0.036164, 0.093453
0.112659, 0.101467,0.012257, -0.092326, 0.049827, 0.037332, 0.093661
0.113548, 0.098691,-0.026912, -0.134959, 0.045564, 0.038328, 0.093656
0.112457, 0.093752,-0.056888, -0.179456, 0.053024, 0.039107, 0.093435
0.033913, 0.092623,0.111777, 0.442579, 0.016653, 0.040738, 0.093857
0.061087, 0.077057,0.098055, 0.171596, -0.030642, 0.041817, 0.093906
0.127188, 0.071220,0.001998, 0.311884, -0.028244, 0.044747, 0.093460
0.093908, 0.049764,-0.005995, 0.206635, -0.002398, 0.046541, 0.092562
0.153609, 0.058198,0.005995, 0.175193, 0.012124, 0.049369, 0.091899
0.117702, 0.057635,-0.067413, 0.023848, 0.042233, 0.050829, 0.090949
0.117469, 0.131681,0.122835, 0.217559, 0.013589, 0.053014, 0.092245
0.076454, 0.077396,0.120570, 0.240474, 0.007727, 0.054426, 0.092421
0.105337, 0.076329,0.106981, 0.211164, 0.020517, 0.056272, 0.092518
0.083992, 0.093037,0.210765, 0.199973, 0.022382, 0.057610, 0.093355
0.058688, 0.089792,0.162004, 0.179057, 0.029310, 0.058334, 0.093919
0.071316, 0.128653,0.192646, 0.222888, 0.011324, 0.059467, 0.095369
0.059371, 0.148133,0.222622, 0.183986, -0.021716, 0.060186, 0.097297
0.093358, 0.099574,0.203837, 0.166667, -0.038369, 0.061503, 0.098141
0.104620, 0.136373,0.241540, 0.152811, -0.075007, 0.062964, 0.099853
0.048719, 0.033723,-0.199574, 0.180389, -0.096856, 0.063387, 0.097748
0.162592, 0.107213,-0.154943, 0.034106, -0.041700, 0.065504, 0.097330
0.083380, 0.078483,-0.243139, 0.226752, -0.033840, 0.066751, 0.096000
0.085226, 0.112932,-0.166933, 0.215961, -0.029043, 0.067967, 0.095684
0.044899, 0.087033,-0.159872, 0.224754, -0.033307, 0.068387, 0.094884
0.084306, 0.068348,-0.200107, 0.248201, -0.002798, 0.069678, 0.093569
0.103039, 0.084664,-0.243539, 0.240341, 0.009459, 0.071287, 0.092436
0.087181, 0.090243,-0.272715, 0.219291, 0.029043, 0.072465, 0.091323
0.087645, 0.100805,-0.243405, 0.253797, 0.016120, 0.073763, 0.090559
0.049640, 0.106990,-0.184519, 0.254063, -0.001465, 0.074277, 0.090164
0.059435, 0.110239,-0.236477, 0.249534, -0.002265, 0.074958, 0.089639
0.072640, 0.114349,-0.278844, 0.264322, -0.015987, 0.075948, 0.089040
0.059970, 0.136905,-0.239941, 0.266986, -0.027578, 0.076675, 0.089057
0.050432, 0.114410,-0.247269, 0.256461, -0.037703, 0.077155, 0.088594
0.068461, 0.090433,-0.230216, 0.259792, -0.043698, 0.078000, 0.087729
0.055680, 0.110680,-0.244604, 0.267386, -0.050626, 0.078602, 0.087229
0.072127, 0.104204,-0.262590, 0.274047, -0.046096, 0.079546, 0.086539
0.076200, 0.103537,-0.270450, 0.284706, -0.047162, 0.080596, 0.085819
0.055014, 0.085789,-0.270450, 0.294831, -0.042899, 0.081240, 0.084758
0.080454, 0.093879,-0.267919, 0.279510, -0.039702, 0.082320, 0.083890
0.054054, 0.048449,-0.254996, 0.282974, -0.041167, 0.082864, 0.082182
0.055266, 0.084161,-0.258860, 0.268052, -0.038103, 0.083362, 0.081207
0.047845, 0.076514,-0.259659, 0.244205, -0.055955, 0.083609, 0.080095
0.075169, 0.019019,-0.232081, 0.231282, -0.061018, 0.084347, 0.077964
0.077084, -0.026789,-0.215161, 0.227685, -0.026512, 0.085094, 0.075025
0.093420, -0.011923,-0.181855, 0.199041, -0.003197, 0.086041, 0.072573
0.087232, -0.028969,-0.185052, 0.195843, 0.054223, 0.086833, 0.069817
0.109593, -0.167677,-0.205702, 0.201172, 0.158940, 0.088076, 0.064261
0.135118, -0.217388,-0.218625, 0.211564, 0.306688, 0.089847, 0.057771
0.107206, -0.101673,-0.246603, 0.221956, 0.432587, 0.091064, 0.053615
0.062329, 0.019212,-0.229150, 0.249534, 0.437117, 0.091467, 0.052029
0.105760, 0.032683,-0.178124, 0.281508, 0.446310, 0.092857, 0.050944
0.076521, -0.155433,-0.230216, 0.165468, 0.572875, 0.093179, 0.045914
0.029407, 0.117998,-0.215694, 0.312417, 0.519718, 0.093128, 0.046510
0.107692, 0.609061,-0.043299, 0.193179, 0.230216, 0.094176, 0.057591
0.100412, 0.134469,-0.280309, 0.215827, 0.022382, 0.095147, 0.058030
0.057095, 0.220284,-0.231282, 0.241807, -0.090461, 0.095334, 0.060368
0.032308, 0.082275,-0.222489, 0.235545, -0.127498, 0.094997, 0.059934
0.037716, 0.093295,-0.211831, 0.215961, -0.143885, 0.094698, 0.059771
0.068337, 0.002947,-0.201972, 0.222089, -0.135492, 0.095041, 0.057843
0.037047, 0.001139,-0.168932, 0.211697, -0.131628, 0.094711, 0.056047
0.041432, 0.030965,-0.152545, 0.199973, -0.131095, 0.094429, 0.054947
0.058004, 0.004299,-0.163070, 0.198641, -0.145217, 0.094480, 0.053295
0.035507, 0.016549,-0.154010, 0.190647, -0.132294, 0.094047, 0.051956
0.042878, 0.062911,-0.157607, 0.183853, -0.137357, 0.093745, 0.051558
0.055778, 0.042380,-0.177325, 0.189582, -0.108846, 0.093729, 0.050679
0.026248, 0.081666,-0.181721, 0.174394, -0.101918, 0.093063, 0.050586
-0.007503, 0.063791,-0.164535, 0.165468, -0.109379, 0.091700, 0.050205
0.000857, 0.031882,-0.134959, 0.142686, -0.075406, 0.090442, 0.049310
-0.009186, 0.035671,-0.082068, 0.122036, -0.062084, 0.088928, 0.048715
0.033039, 0.058965,-0.063549, 0.108047, -0.059552, 0.088234, 0.048671
0.036058, 0.026896,-0.055955, 0.087264, -0.072342, 0.087533, 0.048016
0.052641, 0.082483,-0.054756, 0.100986, -0.071809, 0.087231, 0.048491
0.020467, -0.046233,-0.075140, 0.104450, -0.013189, 0.086305, 0.046302
0.007737, -0.031973,-0.120171, 0.111910, 0.007461, 0.085172, 0.044266
0.060589, 0.055419,-0.108713, 0.120570, 0.012523, 0.085153, 0.044062
0.030011, -0.076097,-0.144151, 0.155076, 0.028111, 0.084658, 0.041094
0.044708, 0.019191,-0.147615, 0.163602, 0.046629, 0.084500, 0.040077
0.028943, 0.023856,-0.167200, 0.183320, 0.026512, 0.084108, 0.039098
0.055086, 0.056767,-0.213562, 0.198508, -0.000933, 0.084306, 0.038614
0.038589, 0.067534,-0.234479, 0.193179, -0.036238, 0.084149, 0.038273
0.007548, 0.033090,-0.274447, 0.217160, -0.030509, 0.083468, 0.037094
0.035231, 0.154878,-0.258060, 0.257661, -0.080735, 0.083513, 0.038438
0.047431, -0.029411,-0.285372, 0.257128, -0.051559, 0.083799, 0.035962
-0.020985, 0.142982,-0.308420, 0.249933, -0.066214, 0.082683, 0.036893
0.067237, 0.171379,-0.282041, 0.254063, -0.119504, 0.083370, 0.038478
-0.046181, -0.036511,-0.309486, 0.265654, -0.010392, 0.081821, 0.035765
-0.003319, 0.095764,-0.283373, 0.254063, -0.008793, 0.081114, 0.035854
0.036754, 0.044842,-0.252198, 0.266187, -0.006528, 0.081270, 0.035045
-0.002667, -0.022920,-0.248601, 0.261791, 0.040368, 0.080618, 0.032911
0.050217, 0.033403,-0.248868, 0.268185, 0.046363, 0.081061, 0.031945
-0.016150, 0.030692,-0.264055, 0.293765, 0.068479, 0.080268, 0.030885
-0.019040, 0.014417,-0.306954, 0.287503, 0.049294, 0.079409, 0.029353
0.060706, 0.088260,-0.320544, 0.318678, 0.059552, 0.080284, 0.029274
0.002310, -0.056855,-0.362110, 0.331868, 0.133493, 0.080026, 0.026132
-0.058681, 0.041015,-0.397282, 0.377298, 0.124567, 0.078731, 0.024872
-0.081700, 0.102171,-0.458034, 0.426992, 0.176659, 0.077196, 0.024623
0.011061, 0.065346,-0.595257, 0.558886, 0.259526, 0.078064, 0.023104
0.081493, 0.102954,-0.691980, 0.587530, 0.206635, 0.080436, 0.021988
0.048161, 0.173943,-0.647082, 0.610445, 0.146017, 0.082183, 0.022491
0.090957, 0.028358,-0.659872, 0.644817, 0.080735, 0.084886, 0.020022
-0.010424, -0.023665,-0.645750, 0.614042, 0.087264, 0.085387, 0.016617
0.011349, -0.002915,-0.509059, 0.603650, 0.075540, 0.086273, 0.014230
-0.018554, -0.047994,-0.472156, 0.553424, 0.064349, 0.086345, 0.011135
0.089802, -0.137796,0.090861, 0.206901, 0.022116, 0.087226, 0.008513
-0.012031, -0.078226,0.026912, 0.226219, 0.035971, 0.086127, 0.006883
-0.022241, 0.010080,0.032774, 0.055556, -0.050626, 0.084178, 0.007076
-0.032623, -0.044077,0.007994, 0.140954, -0.040901, 0.082394, 0.006084
-0.101518, 0.014144,-0.007327, 0.279376, -0.179723, 0.079811, 0.006216
-0.013410, -0.049478,0.005462, 0.189715, -0.156142, 0.078690, 0.005124
-0.024494, -0.003431,-0.010525, 0.296163, -0.091127, 0.077788, 0.004912
0.081271, -0.003017,-0.020250, 0.409006, -0.022249, 0.079461, 0.004674
-0.041030, -0.061251,-0.023315, 0.542899, 0.032641, 0.079179, 0.003264
0.083973, -0.006245,-0.049027, 0.645084, 0.067413, 0.081804, 0.002881
-0.009494, -0.041498,-0.066480, 0.785505, 0.075806, 0.083057, 0.001733
-0.104039, 0.082744,-0.087397, 0.092726, 0.148948, 0.079678, 0.003011
0.001628, -0.063571,0.011458, -0.005729, 0.005329, 0.078095, 0.001724
-0.111249, -0.107619,0.034772, 0.000933, -0.011324, 0.074312, -0.000326
-0.049123, 0.005310,0.025846, -0.013056, -0.016653, 0.071792, -0.000112
-0.039946, -0.051498,0.012124, 0.044365, -0.019051, 0.069731, -0.001093
-0.051402, 0.000398,0.008127, 0.031708, -0.035039, 0.067433, -0.001031
-0.059615, 0.005968,0.022116, -0.034639, 0.001066, 0.064756, -0.000804
-0.047759, -0.033827,0.024913, -0.046629, -0.018252, 0.062323, -0.001367
0.023718, 0.062244,0.035172, -0.017586, -0.008926, 0.061482, 0.000043
0.019709, 0.003503,0.033307, -0.006928, -0.000533, 0.060619, 0.000243
0.009992, 0.124706,0.039169, -0.020650, -0.006928, 0.059526, 0.002886
0.018375, 0.060368,0.037703, -0.015854, -0.003730, 0.058640, 0.004183
-0.003063, 0.010822,0.038103, -0.019851, 0.010658, 0.057329, 0.004465
-0.016338, -0.005984,0.032241, 0.014921, 0.021982, 0.055914, 0.004383
