accR,accP,gyroR,gyroP,gyroY,cfroll,cfpitch
-0.067310, 0.009039,0.123235, -0.073941, -0.625766, -0.043935, 0.008930
0.129875, -0.201018,0.124034, -0.058353, -0.571010, -0.040688, 0.005217
-0.013879, -0.002807,0.031974, -0.104183, -0.524780, -0.040560, 0.005182
-0.028141, -0.055798,0.006128, -0.023714, -0.478684, -0.040404, 0.003987
-0.091985, 0.058165,0.042899, -0.020650, -0.508527, -0.041517, 0.005238
-0.043485, -0.006579,0.027978, -0.035305, -0.470424, -0.041695, 0.005112
0.022211, -0.040643,0.015321, -0.037703, -0.452971, -0.040564, 0.004257
-0.001877, 0.034102,0.036104, -0.001066, -0.458034, -0.039795, 0.004995
0.073303, -0.068576,0.029843, -0.071942, -0.453637, -0.037815, 0.003641
0.032207, -0.118629,0.026645, 0.040101, -0.393419, -0.036257, 0.001300
0.034622, -0.189384,-0.012790, -0.108580, -0.329470, -0.035265, -0.002564
0.034533, -0.229426,0.009193, 0.087530, -0.180123, -0.033526, -0.007065
-0.052736, -0.216270,0.035305, -0.057820, -0.073275, -0.034137, -0.011111
-0.002216, -0.185458,0.018519, 0.063283, 0.058487, -0.033251, -0.014525
0.004292, -0.132072,0.033040, -0.036238, 0.139355, -0.032642, -0.016747
0.006266, -0.005499,0.025979, 0.069811, 0.141753, -0.031590, -0.016420
-0.018328, -0.023287,0.030909, -0.013189, 0.141753, -0.031376, -0.016436
-0.004007, -0.009069,0.033040, 0.060751, 0.114175, -0.030591, -0.016159
-0.045689, 0.028368,0.025180, 0.015721, 0.076072, -0.030831, -0.015170
-0.057073, 0.094754,0.018252, 0.045697, 0.004663, -0.031177, -0.012900
-0.018930, -0.004482,0.031841, 0.029177, -0.022515, -0.030818, -0.012607
0.000884, -0.010136,0.019851, 0.056621, -0.016254, -0.029962, -0.012480
-0.044093, -0.012586,0.030509, 0.028644, -0.014921, -0.030132, -0.012362
-0.027300, -0.029591,0.016653, 0.078737, 0.003864, -0.029767, -0.012641
-0.013621, -0.025827,0.018918, 0.063949, 0.015321, -0.029193, -0.012831
-0.002947, -0.020694,0.009059, 0.127365, 0.057021, -0.028169, -0.012953
-0.005758, -0.037865,0.027178, 0.138556, 0.086064, -0.027178, -0.013344
0.009788, -0.028351,0.017986, 0.144018, 0.121103, -0.025874, -0.013574
-0.001245, -0.016619,0.041167, 0.178124, 0.154410, -0.024683, -0.013474
-0.017823, 0.012419,0.021316, 0.167732, 0.159739, -0.023888, -0.012872
-0.031077, 0.016674,0.027978, 0.156941, 0.144018, -0.023417, -0.012172
-0.113397, 0.101937,0.018385, 0.140821, 0.063549, -0.024664, -0.009817
-0.044270, -0.010913,-0.000533, 0.063682, 0.050759, -0.024807, -0.009841
-0.028476, 0.035750,-0.049294, 0.048361, 0.059286, -0.024691, -0.009123
0.026476, -0.025515,0.032774, 0.070210, 0.040368, -0.023392, -0.009322
-0.057077, 0.017257,0.015321, 0.112177, 0.086997, -0.023626, -0.008730
-0.022164, -0.001272,0.029177, 0.002132, 0.053824, -0.023588, -0.008467
0.009417, -0.039321,0.005995, 0.101119, 0.078204, -0.022532, -0.009061
-0.005751, 0.018401,0.027045, 0.064349, 0.047828, -0.021944, -0.008405
-0.003073, -0.007648,0.014122, 0.086331, 0.047562, -0.021228, -0.008335
-0.004030, -0.011485,0.020117, 0.081268, 0.029576, -0.020566, -0.008319
-0.015090, -0.022736,0.014788, 0.100719, 0.028910, -0.020061, -0.008549
-0.018405, -0.016397,0.017986, 0.099520, 0.018252, -0.019638, -0.008636
-0.020791, -0.019160,0.018652, 0.103784, 0.013323, -0.019254, -0.008773
-0.019770, -0.024981,0.015987, 0.110045, 0.004130, -0.018833, -0.009035
-0.018292, -0.015505,0.017319, 0.111910, 0.002665, -0.018384, -0.009096
0.002438, -0.007381,0.017319, 0.117639, -0.001998, -0.017506, -0.008994
-0.049538, -0.004143,0.019185, 0.095257, -0.016120, -0.017773, -0.008822
-0.033967, -0.027326,0.016254, 0.093259, -0.007860, -0.017732, -0.009128
-0.050320, -0.033160,0.014655, 0.096989, 0.001199, -0.018003, -0.009551
-0.028726, -0.010639,0.019318, 0.082601, 0.000266, -0.017894, -0.009497
-0.025326, -0.012936,0.021050, 0.087930, 0.005862, -0.017698, -0.009484
-0.030106, -0.016524,0.021716, 0.087796, 0.006661, -0.017602, -0.009539
-0.025485, 0.000807,0.018519, 0.092593, 0.007860, -0.017397, -0.009260
-0.029750, -0.005764,0.018918, 0.092193, 0.011591, -0.017282, -0.009116
-0.024927, 0.002117,0.020517, 0.083133, 0.017453, -0.017109, -0.008811
-0.021624, -0.004731,0.021183, 0.082734, 0.013989, -0.016875, -0.008646
-0.035872, 0.001552,0.018252, 0.069678, 0.016120, -0.016982, -0.008370
-0.052725, -0.000902,0.023448, -0.008260, 0.018252, -0.017729, -0.008129
-0.023541, -0.025772,0.024780, -0.005196, 0.007860, -0.017866, -0.008385
-0.035208, -0.014515,0.028244, -0.007461, 0.015721, -0.018242, -0.008397
-0.028836, -0.011057,0.026779, -0.012257, 0.007194, -0.018502, -0.008345
-0.041225, -0.019672,0.029177, -0.009193, 0.018252, -0.018992, -0.008457
-0.029991, -0.013513,0.029576, -0.015721, 0.013056, -0.019274, -0.008442
-0.014375, -0.016565,0.028244, -0.009326, 0.002265, -0.019213, -0.008494
-0.029813, -0.017918,0.027978, -0.001732, 0.000533, -0.019431, -0.008573
-0.031120, -0.019795,0.022116, -0.007327, 0.005063, -0.019694, -0.008711
-0.026966, -0.009796,0.025047, 0.000933, 0.008527, -0.019836, -0.008634
-0.043108, -0.010207,0.025713, -0.014388, 0.013856, -0.020358, -0.008565
-0.030960, -0.006656,0.025846, 0.000266, 0.017719, -0.020569, -0.008425
-0.035543, -0.005733,0.028244, -0.011857, 0.022782, -0.020914, -0.008261
-0.033171, -0.007631,0.022382, -0.001199, 0.020917, -0.021164, -0.008160
-0.021444, 0.011193,0.025979, -0.011724, 0.024114, -0.021216, -0.007672
-0.035252, -0.010733,0.026779, -0.001732, 0.019051, -0.021503, -0.007628
-0.026585, -0.002584,0.025846, -0.007727, 0.013189, -0.021635, -0.007426
-0.033530, -0.021131,0.026246, -0.005196, 0.011058, -0.021894, -0.007597
-0.025988, -0.005103,0.029177, -0.009992, 0.010258, -0.022015, -0.007433
-0.034944, -0.005295,0.024114, -0.005729, 0.010658, -0.022296, -0.007295
-0.070090, -0.021625,0.027578, -0.008527, 0.005596, -0.023285, -0.007474
-0.022063, -0.003364,0.025313, -0.001865, 0.001599, -0.023268, -0.007292
-0.024762, -0.003763,0.024913, -0.002798, 0.007461, -0.023309, -0.007124
-0.025756, -0.009516,0.029043, -0.009592, 0.003864, -0.023395, -0.007058
-0.038806, -0.012378,0.026246, -0.009859, 0.001199, -0.023742, -0.007062
-0.043793, -0.011308,0.034772, 0.000266, 0.001599, -0.024142, -0.007010
-0.043717, -0.018003,0.033573, 0.007194, -0.008393, -0.024505, -0.007098
-0.017678, -0.016065,0.046496, 0.025313, -0.010125, -0.024270, -0.007096
-0.005601, -0.008197,0.051026, 0.018652, -0.001465, -0.023823, -0.006918
-0.019191, 0.004296,0.051159, 0.012790, 0.000133, -0.023680, -0.006493
-0.024222, -0.002239,0.037437, 0.009726, -0.013989, -0.023653, -0.006261
-0.031571, -0.011843,0.027045, -0.003464, -0.021982, -0.023825, -0.006266
0.003685, -0.010922,0.026246, -0.019584, -0.001465, -0.023352, -0.006257
-0.010502, -0.004599,0.023048, -0.013323, -0.002398, -0.023147, -0.006133
-0.031021, -0.009625,0.031442, -0.000533, -0.004663, -0.023306, -0.006080
-0.059282, -0.012258,0.041167, 0.012124, -0.024913, -0.023978, -0.006042
-0.134978, -0.024680,0.053690, 0.023048, -0.086597, -0.026108, -0.006204
-0.032143, -0.023725,0.039835, -0.002665, -0.074740, -0.026239, -0.006399
0.000701, -0.032789,0.018652, -0.015055, -0.054623, -0.025759, -0.006853
-0.009669, 0.010072,0.022249, -0.022782, -0.046763, -0.025527, -0.006428
-0.001138, 0.009509,0.039835, -0.020517, -0.039302, -0.025120, -0.005953
-0.004936, -0.010961,0.048495, 0.020250, -0.021716, -0.024636, -0.005863
-0.009989, -0.006594,0.081668, 0.044231, -0.036504, -0.024170, -0.005557
-0.011402, -0.016147,0.101652, 0.063949, -0.035838, -0.023664, -0.005371
-0.021035, -0.017917,0.125500, 0.079003, -0.032374, -0.023302, -0.005129
-0.021401, -0.010245,0.149480, 0.099520, -0.034373, -0.022874, -0.004646
-0.038957, -0.024798,0.161338, 0.113776, -0.031708, -0.022749, -0.004416
-0.004463, -0.009189,0.192513, 0.132827, -0.041167, -0.021863, -0.003757
-0.013251, -0.032162,0.207701, 0.165734, -0.005862, -0.021041, -0.003511
-0.022820, -0.018951,0.235412, 0.172262, -0.001865, -0.020401, -0.002897
-0.047630, -0.023199,0.241807, 0.195577, -0.008926, -0.020179, -0.002355
-0.013797, -0.002497,0.257927, 0.209033, 0.001332, -0.019232, -0.001347
-0.025757, -0.017360,0.264055, 0.204103, 0.008660, -0.018563, -0.000632
-0.040260, 0.002394,0.262057, 0.218758, -0.003997, -0.018139, 0.000456
-0.013999, 0.015165,0.241540, 0.185718, 0.009326, -0.017328, 0.001697
-0.056416, -0.003394,0.233813, 0.179989, 0.000666, -0.017404, 0.002511
-0.044501, 0.002543,0.218225, 0.175859, -0.015454, -0.017257, 0.003367
-0.035221, -0.005962,0.195843, 0.049827, -0.003197, -0.017421, 0.003949
-0.173938, -0.329988,-0.124034, -0.156675, 0.173195, -0.021165, -0.003216
-0.069310, -0.204612,-0.311351, -0.304556, 0.300426, -0.023322, -0.008465
-0.049918, 0.015607,-0.335998, -0.255929, 0.299094, -0.024857, -0.009301
0.021569, -0.059523,-0.352385, -0.271250, 0.194378, -0.024992, -0.011686
0.075609, -0.008096,-0.311884, -0.312816, 0.158407, -0.024206, -0.012837
0.035259, -0.053408,-0.342126, -0.339861, 0.051159, -0.024349, -0.014990
-0.080374, 0.101269,-0.402078, -0.378897, 0.084199, -0.026955, -0.014241
0.014970, 0.076959,-0.381162, -0.338662, 0.030909, -0.027444, -0.013911
0.038179, -0.081192,-0.343991, -0.405409, -0.024114, -0.027721, -0.016605
-0.003414, -0.034181,0.107514, -0.138023, -0.135225, -0.027776, -0.016535
-0.046155, 0.147237,0.018519, -0.033706, -0.060352, -0.028275, -0.013187
0.025849, -0.178440,0.028511, -0.086731, -0.204103, -0.027533, -0.016380
-0.019835, -0.136495,0.049027, -0.074074, -0.162403, -0.027669, -0.018590
-0.029631, 0.033942,-0.008260, -0.057687, -0.181588, -0.027935, -0.017572
-0.054294, -0.133990,0.024380, -0.064615, -0.134293, -0.028715, -0.019805
0.157403, -0.150886,0.033440, -0.063949, -0.082467, -0.025243, -0.022295
-0.037193, 0.040702,0.041700, -0.019185, 0.016787, -0.025558, -0.020872
-0.056549, 0.034881,0.032907, -0.076605, 0.041434, -0.026478, -0.019628
-0.092450, -0.056229,0.034373, -0.125899, 0.004263, -0.028291, -0.020225
-0.049883, 0.051324,0.035305, -0.050493, 0.031042, -0.028921, -0.018656
-0.036674, 0.068088,0.017986, 0.018252, 0.068878, -0.029004, -0.016850
-0.099928, 0.119351,0.023181, 0.009592, 0.049294, -0.030385, -0.014035
-0.024363, -0.028270,0.022249, -0.019984, 0.061418, -0.030343, -0.014233
-0.022145, -0.013093,0.021450, -0.030775, 0.032907, -0.030300, -0.014126
-0.024446, -0.139621,0.018652, -0.057687, 0.023048, -0.030409, -0.016563
-0.077599, 0.008744,0.013856, -0.036504, 0.000000, -0.031496, -0.016002
-0.025155, -0.034110,0.015454, -0.032108, 0.018918, -0.031495, -0.016304
-0.029544, 0.130309,0.015721, -0.022649, 0.049027, -0.031544, -0.013310
-0.063804, 0.080927,-0.003864, -0.016653, 0.042233, -0.032255, -0.011440
0.011864, -0.139534,0.039035, -0.019984, 0.048761, -0.031451, -0.013849
-0.051851, -0.116655,0.028777, -0.043832, 0.018119, -0.032031, -0.015793
-0.044998, -0.079801,0.045164, -0.003464, 0.014388, -0.032304, -0.016896
0.009273, 0.179881,0.018252, 0.092193, 0.048095, -0.031111, -0.012889
-0.086925, 0.200022,0.016920, 0.098721, 0.054889, -0.031840, -0.008564
-0.016367, -0.017024,0.014122, 0.100053, 0.018519, -0.031138, -0.008678
-0.040645, -0.005536,0.017986, 0.092326, 0.029443, -0.030966, -0.008545
-0.009865, 0.006029,0.009726, 0.119638, 0.029976, -0.030075, -0.008215
-0.079716, -0.029006,0.014388, 0.053824, 0.049161, -0.030857, -0.008574
-0.010985, -0.014805,0.004396, 0.042633, 0.069544, -0.030293, -0.008682
-0.048424, -0.003287,0.010791, 0.041833, 0.062217, -0.030491, -0.008532
0.009376, -0.017344,0.023581, 0.028111, 0.076739, -0.029584, -0.008615
-0.052188, 0.014138,-0.012257, 0.018252, 0.177325, -0.029964, -0.008208
-0.092524, -0.023805,0.020783, 0.002265, 0.110978, -0.031207, -0.008439
-0.118083, -0.054925,0.031841, -0.036637, 0.202238, -0.033088, -0.009244
-0.108057, 0.062771,0.038103, -0.002132, 0.215028, -0.034596, -0.007654
0.021750, -0.051445,0.012257, 0.009859, 0.218359, -0.033430, -0.008482
0.092722, 0.005570,0.020783, 0.019584, 0.144684, -0.030830, -0.008119
-0.034032, 0.012226,0.021050, 0.019185, 0.104583, -0.030819, -0.007630
-0.038889, 0.004138,0.021583, 0.027844, 0.063682, -0.030871, -0.007310
-0.056013, 0.003926,0.022116, 0.038503, 0.088063, -0.031223, -0.006999
-0.155833, 0.088812,0.035039, 0.036904, 0.130296, -0.033571, -0.004945
-0.089964, 0.096674,0.076472, 0.056755, 0.107381, -0.034476, -0.002613
-0.004723, 0.010628,0.067280, 0.142153, 0.094058, -0.033324, -0.002084
-0.020021, 0.038311,0.141354, 0.063016, 0.010525, -0.032811, -0.000722
-0.058286, 0.054394,0.125500, 0.103650, 0.003597, -0.032914, 0.000872
-0.073212, 0.076630,0.134426, 0.084199, -0.047162, -0.033390, 0.002914
-0.003021, 0.002178,0.077938, 0.056621, -0.082867, -0.032560, 0.003205
0.068808, -0.048034,0.053291, -0.034373, -0.133227, -0.030668, 0.002389
0.022260, -0.071695,-0.007194, -0.001332, -0.101119, -0.029615, 0.000879
-0.008734, -0.159152,-0.013722, -0.098854, -0.070877, -0.029584, -0.002375
-0.020969, -0.156989,-0.061018, -0.091260, 0.020250, -0.029770, -0.005707
-0.035446, 0.000919,-0.047562, -0.053824, 0.031575, -0.030094, -0.005761
-0.021907, -0.009577,-0.012124, -0.045963, 0.045297, -0.030111, -0.005885
0.001594, 0.006976,0.013456, -0.037570, 0.056488, -0.029624, -0.005575
0.011589, 0.173460,0.034772, -0.032907, -0.030775, -0.028929, -0.001858
-0.005258, 0.185026,0.019584, -0.006528, -0.093925, -0.028481, 0.001957
-0.009021, 0.084430,0.053957, -0.011591, -0.153877, -0.028137, 0.003818
-0.031108, 0.086318,0.078471, 0.030642, -0.174261, -0.028076, 0.005775
-0.043220, 0.032049,0.060751, 0.023048, -0.195843, -0.028289, 0.006539
-0.032708, 0.019414,0.039702, 0.039169, -0.213829, -0.028224, 0.006952
-0.013009, 0.042895,0.100320, 0.048228, -0.262723, -0.027730, 0.008064
0.037239, 0.071400,0.024380, 0.103118, -0.269384, -0.026027, 0.009427
-0.008108, 0.032237,0.173461, 0.075806, -0.356515, -0.025371, 0.010563
-0.029802, 0.028704,0.358247, 0.156941, -0.395151, -0.024845, 0.012330
-0.028699, -0.082002,0.381162, 0.199574, -0.375033, -0.024139, 0.011937
0.000130, -0.104802,0.445111, 0.215961, -0.294431, -0.022807, 0.011347
-0.020671, -0.086709,0.492939, 0.238476, -0.215961, -0.021830, 0.011319
-0.037067, -0.065552,0.499201, 0.250733, -0.142020, -0.021152, 0.011738
-0.057924, -0.092304,0.557021, 0.248201, -0.074474, -0.020914, 0.011841
-0.081378, -0.080540,0.571809, 0.258860, 0.009459, -0.021109, 0.012235
-0.094968, -0.042001,0.564748, 0.263389, 0.077405, -0.021554, 0.013364
-0.050457, -0.007572,0.571543, 0.259526, 0.124434, -0.021114, 0.015185
-0.045690, 0.003140,0.591127, 0.267253, 0.126832, -0.020558, 0.017262
-0.075362, 0.037309,0.627631, 0.273648, 0.128431, -0.020582, 0.020123
-0.067148, 0.034089,0.637490, 0.286304, 0.118172, -0.020391, 0.022901
-0.075794, 0.051285,0.701172, 0.287637, 0.112976, -0.020371, 0.026218
-0.060878, 0.067882,0.782840, 0.303890, 0.113509, -0.019990, 0.030120
-0.096863, 0.090958,0.800693, 0.318412, 0.113509, -0.020279, 0.034475
-0.112875, 0.125211,0.834532, 0.327738, 0.094991, -0.020846, 0.039561
-0.127251, 0.150338,0.891953, 0.347455, 0.066214, -0.021612, 0.045273
-0.065970, 0.110068,0.925926, 0.359979, 0.037303, -0.021089, 0.050199
-0.027040, 0.143000,1.015721, 0.395284, -0.002798, -0.019658, 0.056036
-0.018367, 0.112943,1.003064, 0.422329, -0.043165, -0.017977, 0.061107
-0.011201, 0.089638,0.962697, 0.408606, -0.072875, -0.016239, 0.065451
0.010281, 0.085905,1.038636, 0.421663, -0.115907, -0.014056, 0.069931
-0.040315, -0.398883,0.926725, 0.181055, 0.039435, -0.013872, 0.064188
0.047443, -0.101326,0.612577, 0.129230, 0.208633, -0.012139, 0.063279
-0.034293, 0.131781,0.497069, 0.104583, 0.250333, -0.012172, 0.066597
-0.011948, 0.096086,0.581934, 0.122169, 0.233946, -0.011688, 0.069468
0.031240, 0.070543,0.614042, 0.147216, 0.193712, -0.010253, 0.071897
-0.008257, 0.076952,0.602585, 0.174261, 0.148548, -0.009530, 0.074360
-0.044360, 0.037134,0.537170, 0.184119, 0.118971, -0.009505, 0.075721
-0.042915, 0.029112,0.382627, 0.160538, 0.113110, -0.009544, 0.076289
-0.071185, 0.026934,0.193046, 0.138023, 0.121636, -0.010235, 0.076059
-0.098315, 0.023071,0.040101, 0.119771, 0.142153, -0.011527, 0.075156
-0.138942, 0.014261,-0.064881, 0.111644, 0.195177, -0.013638, 0.073684
-0.133750, -0.024658,-0.172928, 0.118439, 0.297762, -0.015576, 0.071039
-0.105313, 0.009955,-0.256195, 0.154410, 0.375699, -0.016765, 0.068813
-0.084410, 0.073111,-0.311884, 0.156275, 0.403677, -0.017506, 0.067677
-0.104098, 0.144246,-0.352784, 0.157474, 0.386091, -0.018620, 0.067825
-0.115798, 0.163921,-0.363443, 0.147882, 0.355582, -0.019984, 0.068322
-0.126197, 0.202900,-0.353451, 0.148281, 0.313882, -0.021527, 0.069628
-0.124322, 0.171195,-0.353051, 0.143752, 0.279243, -0.023020, 0.070276
-0.102205, 0.157928,-0.335332, 0.137490, 0.260458, -0.024064, 0.070714
-0.070257, 0.135568,-0.277245, 0.133626, 0.235545, -0.024464, 0.070925
-0.073695, 0.118320,-0.223821, 0.114175, 0.205969, -0.025001, 0.070995
-0.061675, 0.079572,-0.167333, 0.100586, 0.181188, -0.025341, 0.070511
-0.080959, 0.122245,-0.109912, 0.118971, 0.175460, -0.025987, 0.071114
-0.093353, 0.167068,-0.064349, 0.140687, 0.156408, -0.026782, 0.072781
-0.136535, 0.088521,-0.031442, 0.119504, 0.161204, -0.028509, 0.072973
-0.077181, 0.049238,-0.024647, 0.125366, 0.174660, -0.028991, 0.072402
-0.051088, 0.046655,-0.047429, 0.115108, 0.151612, -0.028982, 0.071701
-0.040366, 0.040683,-0.110845, 0.100320, 0.135758, -0.028816, 0.070646
-0.056920, 0.045315,-0.176659, 0.077938, 0.114708, -0.029073, 0.069447
-0.046788, 0.048217,-0.228351, 0.069145, 0.107647, -0.029156, 0.068127
-0.057037, 0.046199,-0.283373, 0.058087, 0.088196, -0.029486, 0.066578
-0.064531, 0.070247,-0.331202, 0.053291, 0.060218, -0.029978, 0.065353
-0.077427, 0.037518,-0.362510, 0.045430, 0.046896, -0.030749, 0.063375
-0.072313, 0.050416,-0.374234, 0.046763, 0.029043, -0.031397, 0.061649
-0.090970, 0.020671,-0.394218, 0.044365, 0.030109, -0.032414, 0.059284
-0.077760, 0.033551,-0.412070, 0.057687, 0.018918, -0.033095, 0.057154
-0.097949, 0.022143,-0.416067, 0.076739, 0.031175, -0.034091, 0.054823
-0.109585, 0.043523,-0.418598, 0.075673, 0.025313, -0.035305, 0.052956
-0.085062, 0.032302,-0.429257, 0.067812, 0.024780, -0.036034, 0.050860
-0.072299, 0.038893,-0.420597, 0.068479, 0.018119, -0.036491, 0.048972
-0.077382, 0.048992,-0.420997, 0.061950, 0.014655, -0.037066, 0.047322
-0.091868, 0.057850,-0.420597, 0.053157, 0.011458, -0.037953, 0.045884
-0.078287, 0.033294,-0.423528, 0.034239, 0.026379, -0.038626, 0.043972
-0.053708, 0.047233,-0.401146, 0.033040, 0.023448, -0.038798, 0.042465
-0.071850, 0.041619,-0.396216, 0.015055, 0.019051, -0.039400, 0.040894
-0.097458, 0.007679,-0.401945, 0.000533, 0.028777, -0.040559, 0.038655
-0.090343, -0.002317,-0.397815, -0.017053, 0.045031, -0.041622, 0.036276
-0.095859, -0.009021,-0.394884, -0.040234, 0.056355, -0.042864, 0.033822
-0.072088, -0.013110,-0.397415, -0.056088, 0.069145, -0.043668, 0.031325
-0.075065, -0.008884,-0.381695, -0.076206, 0.075939, -0.044595, 0.029025
-0.102518, -0.028566,-0.356515, -0.100453, 0.093658, -0.046147, 0.026475
-0.103201, -0.052159,-0.327471, -0.120837, 0.120304, -0.047762, 0.023619
-0.076205, -0.045492,-0.282574, -0.138556, 0.137490, -0.048874, 0.021129
-0.082264, -0.057067,-0.240874, -0.163336, 0.158673, -0.050182, 0.018621
-0.093424, -0.034314,-0.207301, -0.189715, 0.171729, -0.051791, 0.016750
-0.096362, -0.034218,-0.171596, -0.201705, 0.187716, -0.053473, 0.015058
-0.065902, -0.011080,-0.137756, -0.203704, 0.192912, -0.054520, 0.013995
-0.059900, -0.005056,-0.120304, -0.204770, 0.196643, -0.055430, 0.013142
-0.035995, 0.004430,-0.092726, -0.187450, 0.193179, -0.055776, 0.012605
-0.049669, 0.019149,-0.012124, -0.155342, 0.184519, -0.056263, 0.012688
-0.040262, 0.015762,-0.009726, -0.125366, 0.173594, -0.056434, 0.012711
-0.030447, 0.022297,-0.064615, -0.090461, 0.166933, -0.056269, 0.012650
-0.048750, 0.042006,-0.122435, -0.056888, 0.161737, -0.056342, 0.012757
-0.038741, 0.019677,-0.198375, -0.030376, 0.157074, -0.056109, 0.012118
-0.042898, 0.012232,-0.253797, -0.012124, 0.136291, -0.055892, 0.011125
-0.045430, 0.007891,-0.263389, 0.011591, 0.116973, -0.055638, 0.010028
-0.039967, 0.012139,-0.284706, 0.019851, 0.084199, -0.055246, 0.008954
-0.076561, 0.003698,-0.301092, 0.019851, 0.054889, -0.055595, 0.007669
-0.088527, -0.016860,-0.313216, 0.015721, 0.040234, -0.056192, 0.005950
-0.067262, -0.021266,-0.325739, 0.005596, 0.028244, -0.056391, 0.004129
-0.064937, -0.015028,-0.310685, 0.001865, 0.015588, -0.056555, 0.002528
-0.069886, -0.017924,-0.297362, 0.001865, 0.009859, -0.056814, 0.000953
-0.077935, -0.008693,-0.261258, -0.000933, 0.004396, -0.057240, -0.000264
-0.085364, -0.000939,-0.219025, -0.001199, 0.005196, -0.057808, -0.001136
-0.082212, -0.005321,-0.191580, -0.003197, 0.019984, -0.058308, -0.001970
-0.099031, 0.000878,-0.155609, -0.012790, 0.043965, -0.059173, -0.002523
-0.083456, -0.001537,-0.119771, -0.011191, 0.074074, -0.059702, -0.002973
-0.073987, -0.002375,-0.085798, -0.000799, 0.091127, -0.059991, -0.003298
-0.076272, 0.002366,-0.049161, 0.009459, 0.102851, -0.060280, -0.003377
-0.074101, -0.017744,-0.014122, 0.018519, 0.109246, -0.060483, -0.003720
-0.065152, -0.029799,0.014388, 0.026112, 0.123634, -0.060474, -0.004185
-0.066788, -0.037020,0.034106, 0.031175, 0.136824, -0.060479, -0.004708
-0.066105, -0.030158,0.059819, 0.035305, 0.141087, -0.060453, -0.004982
-0.047046, -0.057612,0.084732, 0.032774, 0.157607, -0.060056, -0.005703
-0.068227, -0.009900,0.106315, 0.043299, 0.157341, -0.060050, -0.005370
-0.090617, 0.008508,0.138023, 0.051159, 0.152678, -0.060461, -0.004551
-0.075416, -0.011454,0.158806, 0.060352, 0.162137, -0.060523, -0.004067
-0.069687, -0.017796,0.182254, 0.060218, 0.181855, -0.060470, -0.003627
-0.075506, 0.009290,0.198508, 0.064215, 0.181588, -0.060519, -0.002591
-0.071419, -0.001918,0.201705, 0.051026, 0.193046, -0.060537, -0.001787
-0.081986, 0.012531,0.196376, 0.040101, 0.180522, -0.060809, -0.000730
-0.079362, 0.000634,0.181855, 0.020517, 0.169065, -0.061100, 0.000010
-0.067287, -0.009567,0.157607, -0.005995, 0.164935, -0.061247, 0.000436
-0.077498, 0.006145,0.130163, -0.024247, 0.143752, -0.061667, 0.001061
-0.070472, 0.011960,0.096323, -0.041434, 0.121236, -0.062005, 0.001656
-0.070039, 0.007840,0.065548, -0.051692, 0.104849, -0.062369, 0.002037
-0.074833, 0.008450,0.037170, -0.054490, 0.091394, -0.062832, 0.002311
-0.097895, 0.028628,0.011990, -0.052891, 0.066480, -0.063740, 0.002884
-0.080601, 0.022275,0.004530, -0.040767, 0.056621, -0.064237, 0.003290
-0.071505, 0.017789,-0.002265, -0.030376, 0.046496, -0.064502, 0.003571
-0.077995, 0.023931,-0.003730, -0.010258, 0.041700, -0.064812, 0.003963
-0.089290, 0.026173,-0.009459, 0.000000, 0.035572, -0.065301, 0.004370
-0.103549, 0.032550,-0.017319, 0.001465, 0.037170, -0.066061, 0.004866
-0.100094, 0.027182,-0.024380, -0.003064, 0.036771, -0.066753, 0.005217
-0.097507, 0.017284,-0.029576, -0.007727, 0.043832, -0.067399, 0.005342
-0.108165, 0.002107,-0.052358, -0.019851, 0.052625, -0.068292, 0.005072
-0.087122, -0.000668,-0.078471, -0.033973, 0.066613, -0.068802, 0.004650
-0.106840, 0.002081,-0.120171, -0.056355, 0.069544, -0.069783, 0.004127
-0.186232, -0.049844,-0.185452, -0.121503, 0.097256, -0.072589, 0.002321
-0.090445, -0.055988,-0.262323, -0.138822, 0.135492, -0.073490, 0.000127
-0.034302, 0.016429,-0.309086, -0.149214, 0.112310, -0.073291, -0.000759
-0.066285, 0.032047,-0.393552, -0.166533, 0.086864, -0.073804, -0.001646
-0.102836, 0.031045,-0.487343, -0.173994, 0.058753, -0.075066, -0.002902
-0.061894, 0.048582,-0.571410, -0.177591, 0.021982, -0.075499, -0.004112
-0.038701, 0.034536,-0.625500, -0.147882, -0.008660, -0.075343, -0.005791
-0.049665, 0.020761,-0.674793, -0.111378, -0.023448, -0.075266, -0.007906
-0.047779, 0.010347,-0.727418, -0.070077, -0.037970, -0.074991, -0.010392
-0.032755, 0.008746,-0.766986, -0.018252, -0.053690, -0.074218, -0.013016
-0.038159, -0.002525,-0.809486, 0.044098, -0.058487, -0.073324, -0.015979
-0.047172, -0.007600,-0.843325, 0.109512, -0.059153, -0.072371, -0.019117
-0.029788, -0.027307,-0.875033, 0.189315, -0.044498, -0.070778, -0.022711
-0.012140, -0.035622,-0.894218, 0.273381, -0.027578, -0.068533, -0.026475
-0.004228, -0.033753,-0.933786, 0.366107, -0.016254, -0.065812, -0.030281
-0.008471, -0.042908,-0.967226, 0.466027, -0.007327, -0.062838, -0.034325
-0.018106, -0.067518,-1.029576, 0.560218, -0.015721, -0.059748, -0.039025
-0.028030, -0.084080,-1.108447, 0.675859, -0.011191, -0.056464, -0.044271
-0.045888, -0.103484,-1.201439, 0.784839, 0.002265, -0.053176, -0.050165
